GO_acc	term_type	Term	queryitem	querytotal	refitem	reftotal	pvalue	FDR	entries	entries_ref
GO:0010411	P	xyloglucan metabolic process	7	154	38	24469	4.9e-09	6.3e-07	// XTH33_ARATH // XTH29_ARATH // XTH28_ARATH // XTH23_ARATH // XTH30_ARATH // XTH15_ARATH // XTH1_DIOKA 	// XTH22_ARATH // XTH29_ARATH // XTH31_ARATH // XTH6_DIOKA // XXT2_ARATH // XTH6_ARATH // FUT3_ARATH // MUR3_ARATH // XTH15_ARATH // RWA1_ARATH // RWA4_ARATH // RWA3_ARATH // XTH33_ARATH // GH43B_BACO1 // BGH3B_BACO1 // TBL22_ARATH // XTH32_ARATH // XTH1_DIOKA // BGH3A_BACO1 // GT18_ARATH // XTH34_POPPZ // XYL1_ARATH // GH43A_BACO1 // XTH8_ARATH // XTH26_ARATH // BGH2A_BACO1 // XTH7_ARATH // XTH23_ARATH // XXT5_ARATH // BGH9A_BACO1 // AFCA_EMENI // XTH24_ARATH // XTH28_ARATH // TBL14_ARATH // XTH25_ARATH // XTH30_ARATH // RWA2_ARATH // XTH10_ARATH 
GO:0010410	P	hemicellulose metabolic process	7	154	90	24469	2.2e-06	0.00014	// XTH33_ARATH // XTH29_ARATH // XTH28_ARATH // XTH23_ARATH // XTH30_ARATH // XTH15_ARATH // XTH1_DIOKA 	// XOATD_ORYSJ // BXL7_ARATH // IX10L_ARATH // BXL2_ARATH // MUR3_ARATH // XYL2_MEDSV // GH43B_BACO1 // XTH32_ARATH // GAUTC_ARATH // BXL1_ARATH // XYNB_BUTFI // XYL1_ARATH // XYNB_THESA // XGAT1_POPTR // BGH3B_BACO1 // IRX9H_ARATH // AGUA_THEMA // AFCA_EMENI // XTH28_ARATH // TBL14_ARATH // XYLB_BUTFI // BXL4_ARATH // AXFA_PRER2 // XYNB_GEOSE // XTH29_ARATH // MT127_ARATH // XXT2_ARATH // XTH15_ARATH // IRX15_ARATH // RWA3_ARATH // XYN1_ARATH // XYN4_ARATH // XTH1_DIOKA // MUC70_ARATH // XTH34_POPPZ // GT18_ARATH // IRX9_ARATH // BXL6_ARATH // BXL3_ARATH // XTH8_ARATH // TBL35_ARATH // XTH24_ARATH // XYL3A_PRER2 // XYNC_NEOFI // RWA2_ARATH // YAGH_ECOLI // XTH22_ARATH // GXM1_ARATH // ASD1_ARATH // XYLB_BACOV // RWA1_ARATH // PLH24_FORAG // XTH33_ARATH // AXY9_ARATH // TBL22_ARATH // CAH_THEMA // XY11A_PSEXY // GH43A_BACO1 // TBL33_ARATH // BGH9A_BACO1 // XTH26_ARATH // BGH2A_BACO1 // XYNB_PRUPE // XYL1_MEDSV // IRX14_ORYSJ // XYNB_BACSU // XTH30_ARATH // IX15L_ARATH // GUX2_ARATH // XTH31_ARATH // XTH6_DIOKA // XTH6_ARATH // FUT3_ARATH // GUX3_ARATH // RWA4_ARATH // UXS5_ARATH // XYNB_PRERU // TBL34_ARATH // XOATE_ORYSJ // PGDAE_HELPG // BGH3A_BACO1 // TBL3_ARATH // XYFA_PRER2 // XTH7_ARATH // XTH23_ARATH // AGUA_CELJU // XXT5_ARATH // XYN5L_ARATH // XTH25_ARATH // XTH10_ARATH 
GO:0010383	P	cell wall polysaccharide metabolic process	7	154	101	24469	4.7e-06	0.0002	// XTH33_ARATH // XTH29_ARATH // XTH28_ARATH // XTH23_ARATH // XTH30_ARATH // XTH15_ARATH // XTH1_DIOKA 	// XOATD_ORYSJ // BXL7_ARATH // IX10L_ARATH // BXL2_ARATH // MUR3_ARATH // XYL2_MEDSV // GH43B_BACO1 // XTH32_ARATH // XYL1_MEDSV // COBL3_ORYSJ // BXL1_ARATH // XYNB_BUTFI // XYL1_ARATH // XYNB_THESA // XGAT1_POPTR // BGH3B_BACO1 // IRX9H_ARATH // AGUA_THEMA // STL2_ARATH // COBL4_ORYSJ // AFCA_EMENI // MGP4_ARATH // XTH28_ARATH // TBL14_ARATH // XYLB_BUTFI // BXL4_ARATH // AXFA_PRER2 // COBL7_ORYSJ // XYNB_GEOSE // XTH29_ARATH // MT127_ARATH // XXT2_ARATH // XTH15_ARATH // IRX15_ARATH // RWA3_ARATH // XYN1_ARATH // XYN4_ARATH // XTH1_DIOKA // MUC70_ARATH // XTH34_POPPZ // GT18_ARATH // IRX9_ARATH // BXL6_ARATH // BXL3_ARATH // XTH8_ARATH // TBL35_ARATH // XTH24_ARATH // XYL3A_PRER2 // XYNC_NEOFI // RWA2_ARATH // RGXT1_ARATH // YAGH_ECOLI // XTH22_ARATH // GXM1_ARATH // ASD1_ARATH // XYLB_BACOV // RWA1_ARATH // PLH24_FORAG // XTH33_ARATH // AXY9_ARATH // TBL22_ARATH // CAH_THEMA // KDSA1_ARATH // XY11A_PSEXY // GH43A_BACO1 // TBL33_ARATH // BGH9A_BACO1 // XTH26_ARATH // BGH2A_BACO1 // CDA1_SCHPO // GAUT1_ARATH // XYNB_PRUPE // GAUTC_ARATH // IRX14_ORYSJ // XYNB_BACSU // COBL2_ORYSJ // XTH30_ARATH // IX15L_ARATH // GUX2_ARATH // XTH31_ARATH // XTH6_DIOKA // XTH6_ARATH // FUT3_ARATH // GUX3_ARATH // RWA4_ARATH // UXS5_ARATH // XYNB_PRERU // TBL34_ARATH // XOATE_ORYSJ // STL1_ARATH // PGDAE_HELPG // BGH3A_BACO1 // TBL3_ARATH // XYFA_PRER2 // XTH7_ARATH // XTH23_ARATH // AGUA_CELJU // XXT5_ARATH // XYN5L_ARATH // XTH25_ARATH // XTH10_ARATH 
GO:0044036	P	cell wall macromolecule metabolic process	7	154	111	24469	8.7e-06	0.00022	// XTH33_ARATH // XTH29_ARATH // XTH28_ARATH // XTH23_ARATH // XTH30_ARATH // XTH15_ARATH // XTH1_DIOKA 	// XOATD_ORYSJ // BXL7_ARATH // IX10L_ARATH // BXL2_ARATH // MUR3_ARATH // XYL2_MEDSV // GH43B_BACO1 // XTH32_ARATH // XYL1_MEDSV // COBL3_ORYSJ // BXL1_ARATH // XYNB_BUTFI // XYL1_ARATH // XYNB_THESA // XGAT1_POPTR // BGH3B_BACO1 // IRX9H_ARATH // AGUA_THEMA // MANA_BIFAA // STL2_ARATH // MLTG_HAEIN // COBL4_ORYSJ // AFCA_EMENI // MAN2_ARATH // MGP4_ARATH // XTH28_ARATH // TBL14_ARATH // XYLB_BUTFI // BXL4_ARATH // AXFA_PRER2 // COBL7_ORYSJ // XYNB_GEOSE // XTH29_ARATH // MT127_ARATH // XXT2_ARATH // XTH15_ARATH // IRX15_ARATH // RWA3_ARATH // XYN1_ARATH // XYN4_ARATH // XTH1_DIOKA // MUC70_ARATH // XTH34_POPPZ // RWA1_ARATH // GT18_ARATH // IRX9_ARATH // BXL6_ARATH // BXL3_ARATH // XTH8_ARATH // TBL35_ARATH // XTH24_ARATH // XYL3A_PRER2 // XYNC_NEOFI // RWA2_ARATH // RGXT1_ARATH // YAGH_ECOLI // XTH22_ARATH // GXM1_ARATH // ASD1_ARATH // TUAA_BACSU // XYLB_BACOV // TAGO_BACSU // PLH24_FORAG // XTH33_ARATH // AXY9_ARATH // TBL22_ARATH // CAH_THEMA // KDSA1_ARATH // XY11A_PSEXY // GH43A_BACO1 // TBL33_ARATH // BGH9A_BACO1 // XTH26_ARATH // BGH2A_BACO1 // CDA1_SCHPO // GAUT1_ARATH // XYNB_PRUPE // GAUTC_ARATH // IRX14_ORYSJ // XYNB_BACSU // COBL2_ORYSJ // XTH30_ARATH // IX15L_ARATH // GUX2_ARATH // XTH31_ARATH // XTH6_DIOKA // XTH6_ARATH // FUT3_ARATH // GUX3_ARATH // CESA9_ORYSI // RWA4_ARATH // DLTC_LACLA // UXS5_ARATH // XYNB_PRERU // TBL34_ARATH // XOATE_ORYSJ // STL1_ARATH // PGDAE_HELPG // BGH3A_BACO1 // TBL3_ARATH // ACCD2_MYCTU // XYFA_PRER2 // GAUTB_ARATH // XTH7_ARATH // XTH23_ARATH // AGUA_CELJU // XXT5_ARATH // XYN5L_ARATH // XTH25_ARATH // CESA7_ARATH // XTH10_ARATH 
GO:0009733	P	response to auxin	6	154	72	24469	7.7e-06	0.00022	// AX15A_SOYBN // ATB20_ARATH // SAU24_ARATH // IAA4_ARATH // GH31_ARATH // PILS7_ARATH 	// F3PH_ARATH // NUP96_ARATH // SAU72_ARATH // SAU51_ARATH // PILS3_ARATH // VAB_ARATH // AB19A_PRUPE // IAA33_ARATH // ARFI_ARATH // ARFA_ARATH // GH35_ARATH // IAA13_ARATH // 12KD_FRAAN // TET7_ARATH // IAA4_ARATH // LAX11_ORYSJ // SAU20_ARATH // AIR9_ARATH // LAX14_ORYSJ // SAU67_ARATH // IAA18_ARATH // AIR3_ARATH // IAA14_ARATH // PEX5_ARATH // IAA21_ORYSJ // SMAP1_ARATH // LAX3_MEDTR // AX15A_SOYBN // ARG7_VIGRR // MPK12_ARATH // PILS6_ARATH // LAX4_MEDTR // PILS5_ARATH // PILS2_ARATH // ATB20_ARATH // A115_TOBAC // ARFK_ARATH // BIG1E_ARATH // TET2_ARATH // BIG1A_ARATH // SAU61_ARATH // LAX2_MEDTR // PIN8_ORYSJ // FTIP7_ORYSJ // IAA27_ARATH // LAX12_ORYSJ // IAA17_ORYSJ // GH31_ARATH // TET10_ARATH // IAA16_ARATH // GSTF_HYOMU // SAU24_ARATH // ARFF_ARATH // IAA19_ORYSJ // RCE1_ARATH // CSN5B_ARATH // TET3_ARATH // ARFH_ARATH // GH317_ARATH // TET11_ARATH // IAA26_ARATH // TET4_ARATH // PRH_ARATH // SAU68_ARATH // BIG1B_ARATH // SAU21_ARATH // IBR5_ARATH // PIN1C_ORYSJ // PILS7_ARATH // SAU76_ARATH // CARP1_ARATH // IAA9_ARATH 
GO:0006073	P	cellular glucan metabolic process	9	154	228	24469	2.2e-05	0.00046	// XTH33_ARATH // XTH29_ARATH // XTH28_ARATH // SSY2_SOLTU // XTH23_ARATH // XTH30_ARATH // BAM1_ARATH // XTH1_DIOKA // XTH15_ARATH 	// GLGB_LEIXX // BGLF_ASPTN // GLGB_HALOH // PHSG_MYCBO // GLGL2_SOLTU // GUN9_ORYSJ // PHSG_CHLTR // ISOA2_ARATH // SSY22_ORYSJ // PHSG_ECOLI // BGLE_ASPFC // GLGX_MYCBO // GLGB_COREF // GLGS_BETVU // LESV_ARATH // BCSC_SALTY // BGLB_ACET2 // GUNA_XANCP // GLGB_RHILO // GH43B_BACO1 // GLGB_NOVAD // GLGB_CERS1 // COBL3_ORYSJ // BGLB_PAEPO // AMY1_ECOLI // GLGX_PECCP // GLGL4_ARATH // XYL1_ARATH // GLGA1_BRADU // PHSG_SYNY3 // BGH3B_BACO1 // AP21_ORYSI // GLGE_ARCHD // BGLC_ASPFN // BGLS_BUTFI // GUN15_ORYSJ // BGLA_ENTAG // GLGC_PAEAT // STL2_ARATH // GLGC_AGRFC // GLGA_NOVAD // GUN12_ORYSJ // PWD_ARATH // OPGB_XANAC // AFCA_EMENI // SSY3_ARATH // XTH28_ARATH // GLGC_MYCA9 // TBL14_ARATH // OPGD_XANOP // SCRK2_SOLLC // GLGE_CERS4 // GLGB_NITOC // BGLA_ACET2 // PHSL2_SOLTU // PHSL1_SOLTU // PGMP_ARATH // SSY3_SOLTU // GLGB_PSEA7 // COBL7_ORYSJ // GLGM_MYCS2 // SSY2_SOLTU // GLGB_MYCTA // XTH8_ARATH // GLGX_SALTI // XXT2_ARATH // GLGB3_ARATH // BAM3_ARATH // FUT3_ARATH // ALL9_OLEEU // XTH15_ARATH // GLGB_BUTFI // MUR3_ARATH // GLGA_XANAC // RWA3_ARATH // GLGC_CLOPE // SUSC_BACTN // GLGL2_ARATH // GLGX_SERP5 // XG74_HYPJQ // GLGB2_PEA // GLGB1_ARATH // GLGC_ARTS2 // BGLA_THENE // LSF2_ARATH // GLGS_SOLTU // XTH1_DIOKA // GLGX_PECAS // XTH34_POPPZ // PYG_DROME // GLGB2_ARATH // Y1686_ARATH // SCRK6_ARATH // GUNZ_DICD3 // GUN18_ARATH // PHSG_HAEIN // RWA1_ARATH // GUN4_ARATH // PYGM_BOVIN // GUN16_ARATH // BCSC_ECO57 // GDE_YEAST // SSG1_SOLTU // ISOA3_ARATH // CELAP_XANCP // GLGS_BRANA // BGH9A_BACO1 // GLGB_ACTSZ // XTH33_ARATH // XTH24_ARATH // PULA1_ARATH // GLGA_BACC4 // OPGD_XANAC // CBPA_THENN // GUN_CELUD // TBL1_ARATH // GLGL1_ARATH // RWA2_ARATH // BGLA_THEMA // PHSM_ECOLI // XTH22_ARATH // RGP1_PHODC // GLGB_KLEP7 // GLGA_SALA4 // GLGC_MYCMM // OPGH_SALTI // GUN3_ARATH // GLGC_CUTAK // GUN4_ORYSJ // OPGG_RALSO // GUN7_ARATH // GLGB_CRYNB // SUSB_BACTN // BGL04_ORYSJ // GLGC_RHILO // GLGB_EMENI // OPGH_XANAC // GUN10_ARATH // XTH29_ARATH // GUN6_ARATH // TBL22_ARATH // XTH32_ARATH // GLGA_RHOPB // GT18_ARATH // GLGC_JANSC // GH43A_BACO1 // XG74_ACET2 // GUN17_ARATH // GLGX_ECOLU // XTH26_ARATH // BGH2A_BACO1 // XTH6_DIOKA // SSY4_ARATH // GLGB1_PEA // GLGA_HALH5 // DGCQ_SALTI // PTST3_ARATH // OPGH_CUPPJ // GUNC_CELFA // GLGA_LACLA // GUN11_ARATH // GLGA_JANSC // GLGX_SALCH // GLGA_THEVB // GUN3_ORYSJ // COBL2_ORYSJ // XTH30_ARATH // G6PIP_ARATH // GLGC_SYNP2 // ISOA1_ARATH // GLGA_PSE14 // COBL4_ORYSJ // SSG1_ANTMA // OPGH_SHEB2 // GLGC_RHOBA // GLGC_BACCL // GUN24_ORYSJ // XTH31_ARATH // GLGL1_BETVU // SSG1_PEA // BGLB_THEBI // GLGB_CORJK // XTH6_ARATH // GLGB_CUTAK // OPGH_PSEFS // SSY1_SOLTU // IDD14_ARATH // GLGA_CLOAB // GLGB_SOLTU // PHSH_SOLTU // GUN8_ARATH // MGA_HUMAN // SCRK7_ARATH // GLGX_CROS8 // GLGA_PARUW // GLGB_SACD2 // PTST_ARATH // GLGL3_SOLTU // STL1_ARATH // IDD15_ARATH // OPGB_CITK8 // DPE1_ARATH // GLGB_NOCFA // BGH3A_BACO1 // BGLS_RUMAL // FLO6_ORYSJ // LSF1_ARATH // XTH7_ARATH // GUN2_ARATH // DPE2_ARATH // XTH23_ARATH // GUN1_STRRE // RWA4_ARATH // PHSG_BACSU // XXT5_ARATH // GLGC_FERNB // GUN8_ORYSJ // GUN6_ORYSJ // GYS1_RABIT // PTST2_ARATH // GLGB_SALPA // GLGL1_SOLTU // XTH25_ARATH // OPGH_BRADU // BAM1_ARATH // XTH10_ARATH // GUN19_ARATH // GUN5_ORYSJ 
GO:0044042	P	glucan metabolic process	9	154	233	24469	2.6e-05	0.00047	// XTH33_ARATH // XTH29_ARATH // XTH28_ARATH // SSY2_SOLTU // XTH23_ARATH // XTH30_ARATH // BAM1_ARATH // XTH1_DIOKA // XTH15_ARATH 	// GLGB_LEIXX // BGLF_ASPTN // GLGB_HALOH // PHSG_MYCBO // GLGL2_SOLTU // GUN9_ORYSJ // PHSG_CHLTR // ISOA2_ARATH // SSY22_ORYSJ // PHSG_ECOLI // BGLE_ASPFC // GLGX_MYCBO // GLGB_COREF // GLGS_BETVU // LESV_ARATH // BCSC_SALTY // BGLB_ACET2 // GUNA_XANCP // GLGB_RHILO // GH43B_BACO1 // XTH32_ARATH // GLGB_CERS1 // COBL3_ORYSJ // BGLB_PAEPO // AMY1_ECOLI // GLGX_PECCP // GLGL4_ARATH // XYL1_ARATH // GLGA1_BRADU // PHSG_SYNY3 // BGH3B_BACO1 // AP21_ORYSI // GLGE_ARCHD // BGLC_ASPFN // BGLS_BUTFI // GUN15_ORYSJ // BGLA_ENTAG // GLGC_PAEAT // STL2_ARATH // GLGC_AGRFC // GLGA_NOVAD // GUN12_ORYSJ // PWD_ARATH // OPGB_XANAC // AFCA_EMENI // SSY3_ARATH // XTH28_ARATH // GLGC_MYCA9 // TBL14_ARATH // OPGD_XANOP // SCRK2_SOLLC // GLGE_CERS4 // GLGB_NITOC // BGLA_ACET2 // PHSL2_SOLTU // PHSL1_SOLTU // PGMP_ARATH // SSY3_SOLTU // GLGB_PSEA7 // COBL7_ORYSJ // GLGM_MYCS2 // SSY2_SOLTU // GLGB_MYCTA // XTH8_ARATH // GLUA_DICDI // GLGX_SALTI // XXT2_ARATH // GLGB3_ARATH // BAM3_ARATH // FUT3_ARATH // ALL9_OLEEU // XTH15_ARATH // GLGB_BUTFI // MUR3_ARATH // GLGA_XANAC // RWA3_ARATH // GLGC_CLOPE // SUSC_BACTN // GLGL2_ARATH // GLGX_SERP5 // XG74_HYPJQ // GLGB2_PEA // GLGB1_ARATH // GLGC_ARTS2 // BGLA_THENE // LSF2_ARATH // GLGS_SOLTU // XTH1_DIOKA // GLGX_PECAS // XTH34_POPPZ // PYG_DROME // GLGB2_ARATH // Y1686_ARATH // SCRK6_ARATH // GUNZ_DICD3 // GUN18_ARATH // PHSG_HAEIN // RWA1_ARATH // GUN4_ARATH // PYGM_BOVIN // GUN16_ARATH // BCSC_ECO57 // GDE_YEAST // SSG1_SOLTU // ISOA3_ARATH // CELAP_XANCP // GLGS_BRANA // BGH9A_BACO1 // GLGB_ACTSZ // XTH33_ARATH // XTH24_ARATH // PULA1_ARATH // GLGA_BACC4 // OPGD_XANAC // CBPA_THENN // GUN_CELUD // TBL1_ARATH // GLGL1_ARATH // RWA2_ARATH // BGLA_THEMA // PHSM_ECOLI // XTH22_ARATH // RGP1_PHODC // GLGB_KLEP7 // GLGA_SALA4 // GLGC_MYCMM // OPGH_SALTI // GUN3_ARATH // GLGC_CUTAK // GUN4_ORYSJ // OPGG_RALSO // GUN7_ARATH // GLGB_CRYNB // SUSB_BACTN // BGL04_ORYSJ // GLGC_RHILO // GLGB_EMENI // OPGH_XANAC // GUN10_ARATH // XTH29_ARATH // GUN6_ARATH // TBL22_ARATH // GLGB_NOVAD // GLGA_RHOPB // GT18_ARATH // GLGC_JANSC // GH43A_BACO1 // XG74_ACET2 // GUN17_ARATH // GLGX_ECOLU // XTH26_ARATH // BGH2A_BACO1 // XTH6_DIOKA // SSY4_ARATH // GLGB1_PEA // GLGA_HALH5 // DGCQ_SALTI // PTST3_ARATH // OPGH_CUPPJ // GUNC_CELFA // GLGA_LACLA // GUN11_ARATH // GLGA_JANSC // GLGX_SALCH // GLGA_THEVB // GUN3_ORYSJ // COBL2_ORYSJ // XTH30_ARATH // G6PIP_ARATH // BGLX_SALTY // GLGC_SYNP2 // ISOA1_ARATH // GLGA_PSE14 // COBL4_ORYSJ // SSG1_ANTMA // OPGH_SHEB2 // GLGC_RHOBA // GLGC_BACCL // GUN24_ORYSJ // XTH31_ARATH // GLGL1_BETVU // SSG1_PEA // BGLB_THEBI // GLGB_CORJK // XTH6_ARATH // GLGB_CUTAK // OPGH_PSEFS // SSY1_SOLTU // IDD14_ARATH // GLGA_CLOAB // GLGB_SOLTU // PHSH_SOLTU // GUN8_ARATH // BGLX_ECOLI // MGA_HUMAN // SCRK7_ARATH // GLGX_CROS8 // GLGA_PARUW // GLGB_SACD2 // PTST_ARATH // GLGL3_SOLTU // STL1_ARATH // IDD15_ARATH // OPGB_CITK8 // DPE1_ARATH // GLGB_NOCFA // BGH3A_BACO1 // BGLS_RUMAL // FLO6_ORYSJ // LSF1_ARATH // XTH7_ARATH // GUN2_ARATH // DPE2_ARATH // XTH23_ARATH // GUN1_STRRE // RWA4_ARATH // PHSG_BACSU // XXT5_ARATH // GLGC_FERNB // BGLC_EMENI // GUN8_ORYSJ // GUN6_ORYSJ // GYS1_RABIT // PTST2_ARATH // GLGB_SALPA // GLGL1_SOLTU // XTH25_ARATH // OPGH_BRADU // BAM1_ARATH // BGLL_EMENI // XTH10_ARATH // GUN19_ARATH // GUN5_ORYSJ 
GO:0006720	P	isoprenoid metabolic process	9	154	274	24469	8.9e-05	0.0014	// BCH2_CAPAN // NES1_FRAVE // HMDH_NICSY // ISPF_CATRO // LUPS_BETPL // PSY_CAPAN // NCPR1_ARTAN // ISPH_ARATH // CCD4_ARATH 	// CASS_KALDA // AL8A1_DANRE // CRTW_PARSN // GGPS_SULAC // ISPG_CAUVC // LCYB_TOBAC // ISPG_SALA4 // KO_SALMI // ISPG_BEII9 // 5EAS_CAPAN // FPPS2_ARATH // ISPH_PHOV8 // UGT11_PANGI // ISPH_XANC8 // GCDS_ORIVU // DXR_SALCH // DAD2_PETHY // KSL3_ISORU // LUT5_ARATH // GLT3_CROSA // CRTS2_ONCHC // KSB_SALMI // ASTE_ASPOR // STPS2_SALMI // PDS_SOLLC // PSY_CAPAN // TPS2_VALOF // ISPG_RENSM // ISPH_ORYSJ // BASM1_KALSE // ISPF_PSECP // TARI_VIBPA // ISPE_NOVAD // ISPH_PSYWF // ANTR2_ARATH // DXR_DESHY // RETST_DANRE // SQE2_PANGI // KSL1_ISOER // PSY_CUCME // SQS1_PANGI // KAO1_HORVU // CRTX_PSEVU // U71A2_PANGI // ISPA_ECOLI // IDI2_STAEQ // ISPD_RALSO // HMDH_RABIT // DXR_MENPI // G2OX1_PEA // PDS_NARPS // CCS_CITSI // DXR_ACIBC // CABS_TOBAC // LUT1_ARATH // ISPG_BACTN // OXSC_CUCPE // ISPD_ARATH // TPS3_VITAC // ISPE_NOCFA // GGPPS_GEOAI // FPPS1_LUPAL // NCED1_ORYSJ // BAMS1_PANGI // NCED1_SOLLC // ADH1B_HUMAN // G2OX2_PEA // CAS1_RICCO // NES1_FRAVE // IDI2_AROAE // ISPF_ACIB3 // TPS4_VITAC // ISPH_LEIXX // DXR_CUTAK // GGPPS_CAPAN // CRTY_PARSN // BCH2_ARATH // HMDH_CAMAC // G2OX8_ARATH // BCPSD_ORIVU // CARS_ARTAN // TPS2_CANOD // VDE_ARATH // ISPDF_OLEA2 // TPS2_VITAC // DXR_ORYSJ // GERS_OCIBA // TPS8_COFAR // TPS3_COFAR // MVD2_PANGI // TARS_KALDA // CRTE_PANAN // BAMS2_PANGI // C71A1_ZINZE // C71Z6_ORYSJ // IRIS_CATRO // DXR_ACIAD // NDX1_SOLLC // CRTP_STAA3 // STPS1_SALMI // PSY2_SOLLC // LIMC_RHOER // DNJ20_ARATH // ISPF_ACIAD // ISPH_PARDP // BDH1_SALOF // PHT44_ORYSJ // ISPH_CUTAK // ISPG_CHRVO // GEOA_CASDE // FPS_PANGI // TPS6_PHYDL // ISPA_MICLU // TPS6_VITAC // ISPE_CUTAK // ISPH_POLSJ // LCPS_SPORE // DXR_ACET2 // ADH1_EUPLT // NCPR2_ARTAN // TPS2_ANTMA // ISPG_CITK8 // C76BA_SWEMU // ISPG_ACIAD // PULR_MENPI // AL3A2_MOUSE // ALDH1_TANCI // T4149_TANPA // T13H_TAXCU // C7A52_PANGI // ATESY_VITVI // CRTI_PARSN // DXR_CHRVO // IDI2_STRP7 // ZDS_SOLLC // CRTY_PANAN // POED1_ARATH // RPE65_CHLAE // IPK_ARATH // ISPF_CATRO // ASCC_ACREG // ISPF_ECO24 // C7161_ARATH // ISPH_RUEST // ABA4_ARATH // NCPR1_ARTAN // CRTE_SYNP2 // BH093_ARATH // ZCIS_ARATH // C76M6_ORYSJ // EKS_MARVU // ISPG_PHOV8 // CYC2_CAMAC // BCH1_CAPAN // GGPPS_CATRO // IPIPR_MENPI // ISPDF_RHIWR // ISPT_BACTN // D27_ARATH // ISPA_GEOSE // CCD4_ARATH // HMGR1_PANGI // TPS1_CANSA // DXR_NITOC // KSL6_ISORU // CPS1_SALMI // ZDS_TARER // ISPG_ORYSJ // MYRS_QUEIL // TPS3_SOLLC // DXR_HALH5 // CCD8B_ORYSJ // ISPG_CLAM3 // ISPH_ALKOO // LCYB_CAPAN // CRTC_THIRO // BDH2_SALOF // HMDH1_HEVBR // C76H2_ROSOF // ISPH_ACIAD // ISPE_MENPI // KS1_ISOER // CRTE_PSEVU // ISPE_CORDI // GFPPS_MYCTU // C92C6_MAIZE // NPPPS_MYCTU // U74AE_PANGI // ISPH_XANAC // TPS7_PHYDL // GEOB_CASDE // ISPE_XANAC // SQHC_ALIAD // UGT6_CATRO // IDSA_METJA // LBTBC_DIESC // Y1546_METJA // THCAS_CANSA // LUPS_BETPL // GDS_OCIBA // GEAS_LAVPL // IDI_CUTAK // G3OX4_ARATH // DMD_SACS2 // DXR_LEIXX // CBDAS_CANSA // DADIS_PANGI // ISPH_PSYA2 // DXR_METCA // G2OX_PHACN // TOCC_ARATH // PNP1_ARATH // VDE_TOBAC // CRTN_STAHJ // LCYE_ARATH // BCDO1_HUMAN // C7A53_PANGI // ATESY_MAGGA // ISPH_SALPA // SQE1_PANGI // CRTI_SYNY4 // DXR_BACTN // PDS_ARATH // ISPE_AGRFC // HMDH2_HEVBR // GEAS_LAVST // HMDH_NICSY // TER_NICLA // LCD_LYCCL // ISPD_ACIBC // COP_ELETR // LUPS_GLYGL // DXR_PHOV8 // DXR_ZYMMO // TPSGD_VITVI // AAE1_CANSA // ISPA_HAEIN // ISPG_ARATH // FPPS2_LUPAL // TPS9_SOLHA // GFDPS_LEUCN // 5EAS2_NICAT // BCH2_CAPAN // TOCC_MAIZE // BCGS_ORIVU // BAMS_SOLLC // ISPH_METSB // ISPH_BRUA1 // UGT29_PANGI // CARS_LAVAN // UGT10_PANGI // ISPE_ACIB3 // CAS1_GLYGL // G3OX_PEA // TPS10_RICCO // ISPG_ZYMMO // C7D45_EUPLT // GGPPS_HEVBR // CRTQ_STAHJ // TPS4_CANOD // TPS1_ANTMA // CAMA_PSEPU // ISPG_PARDP // AMO_ARTAN // ISPG_CUTAK // BAMS_BETPL // ISPD_MENPI // ISPE_SALA4 // ISPD_CUTAK // ISPH_ARATH // CCD7_ARATH // ISPG_RHOBA // BCH_GENLU // GGR_ARATH 
