tau	PRB	PRL	PRP	PRPD
TRINITY_DN246847_c0_g2	1	1	0	0	0
TRINITY_DN246852_c0_g2	1	1	0	0	0
TRINITY_DN246855_c0_g1	1	1	0	0	0
TRINITY_DN246855_c1_g2	1	1	0	0	0
TRINITY_DN246870_c2_g1	1	1	0	0	0
TRINITY_DN246901_c0_g1	1	1	0	0	0
TRINITY_DN246930_c3_g11	1	1	0	0	0
TRINITY_DN246930_c3_g13	1	1	0	0	0
TRINITY_DN246930_c3_g14	1	1	0	0	0
TRINITY_DN246938_c0_g2	1	1	0	0	0
TRINITY_DN246940_c0_g1	1	1	0	0	0
TRINITY_DN246940_c0_g2	1	1	0	0	0
TRINITY_DN246940_c0_g3	1	1	0	0	0
TRINITY_DN246946_c0_g1	1	1	0	0	0
TRINITY_DN246947_c0_g2	1	1	0	0	0
TRINITY_DN246971_c0_g1	1	1	0	0	0
TRINITY_DN246994_c0_g1	1	1	0	0	0
TRINITY_DN247021_c0_g3	1	1	0	0	0
TRINITY_DN247038_c0_g1	1	1	0	0	0
TRINITY_DN247072_c0_g2	1	1	0	0	0
TRINITY_DN247073_c1_g1	1	1	0	0	0
TRINITY_DN247073_c1_g7	1	1	0	0	0
TRINITY_DN247159_c0_g2	1	1	0	0	0
TRINITY_DN247196_c0_g1	1	1	0	0	0
TRINITY_DN247213_c0_g1	1	1	0	0	0
TRINITY_DN247215_c1_g1	1	1	0	0	0
TRINITY_DN247221_c0_g1	1	1	0	0	0
TRINITY_DN247227_c0_g3	1	1	0	0	0
TRINITY_DN247249_c0_g1	1	1	0	0	0
TRINITY_DN247262_c0_g1	1	1	0	0	0
TRINITY_DN247263_c0_g1	1	1	0	0	0
TRINITY_DN247300_c0_g1	1	1	0	0	0
TRINITY_DN247346_c0_g1	1	1	0	0	0
TRINITY_DN247352_c0_g2	1	1	0	0	0
TRINITY_DN247369_c3_g20	1	1	0	0	0
TRINITY_DN247369_c3_g21	1	1	0	0	0
TRINITY_DN247421_c0_g1	1	1	0	0	0
TRINITY_DN247435_c0_g1	1	1	0	0	0
TRINITY_DN247470_c1_g1	1	1	0	0	0
TRINITY_DN247472_c0_g1	1	1	0	0	0
TRINITY_DN247475_c0_g1	1	1	0	0	0
TRINITY_DN247489_c0_g1	1	1	0	0	0
TRINITY_DN247489_c0_g2	1	1	0	0	0
TRINITY_DN247507_c0_g1	1	1	0	0	0
TRINITY_DN247534_c0_g1	1	1	0	0	0
TRINITY_DN247625_c0_g1	1	1	0	0	0
TRINITY_DN247626_c0_g1	1	1	0	0	0
TRINITY_DN247636_c0_g1	1	1	0	0	0
TRINITY_DN247662_c0_g2	1	1	0	0	0
TRINITY_DN247697_c1_g4	1	1	0	0	0
TRINITY_DN247774_c0_g2	1	1	0	0	0
TRINITY_DN247784_c0_g1	1	1	0	0	0
TRINITY_DN247789_c0_g1	1	1	0	0	0
TRINITY_DN247822_c0_g1	1	1	0	0	0
TRINITY_DN247822_c0_g2	1	1	0	0	0
TRINITY_DN247822_c0_g3	1	1	0	0	0
TRINITY_DN247822_c0_g4	1	1	0	0	0
TRINITY_DN247901_c0_g1	1	1	0	0	0
TRINITY_DN247901_c0_g2	1	1	0	0	0
TRINITY_DN247918_c0_g1	1	1	0	0	0
TRINITY_DN247937_c0_g1	1	1	0	0	0
TRINITY_DN247938_c0_g1	1	1	0	0	0
TRINITY_DN247943_c1_g2	1	1	0	0	0
TRINITY_DN247949_c0_g1	1	1	0	0	0
TRINITY_DN247999_c0_g1	1	1	0	0	0
TRINITY_DN248010_c0_g1	1	1	0	0	0
TRINITY_DN248041_c0_g5	1	1	0	0	0
TRINITY_DN248050_c0_g3	1	1	0	0	0
TRINITY_DN248073_c0_g2	1	1	0	0	0
TRINITY_DN248078_c0_g1	1	1	0	0	0
TRINITY_DN248097_c0_g3	1	1	0	0	0
TRINITY_DN248127_c0_g1	1	1	0	0	0
TRINITY_DN248147_c1_g1	1	1	0	0	0
TRINITY_DN248157_c0_g2	1	1	0	0	0
TRINITY_DN248160_c0_g1	1	1	0	0	0
TRINITY_DN248161_c0_g1	1	1	0	0	0
TRINITY_DN248173_c0_g6	1	1	0	0	0
TRINITY_DN248174_c0_g3	1	1	0	0	0
TRINITY_DN248187_c0_g1	1	1	0	0	0
TRINITY_DN248220_c0_g1	1	1	0	0	0
TRINITY_DN248221_c0_g1	1	1	0	0	0
TRINITY_DN248234_c0_g1	1	1	0	0	0
TRINITY_DN248236_c0_g1	1	1	0	0	0
TRINITY_DN248242_c0_g2	1	1	0	0	0
TRINITY_DN248262_c0_g1	1	1	0	0	0
TRINITY_DN248268_c0_g2	1	1	0	0	0
TRINITY_DN248318_c0_g1	1	1	0	0	0
TRINITY_DN248326_c1_g1	1	1	0	0	0
TRINITY_DN248349_c0_g1	1	1	0	0	0
TRINITY_DN248355_c0_g1	1	1	0	0	0
TRINITY_DN248356_c0_g1	1	1	0	0	0
TRINITY_DN248365_c0_g3	1	1	0	0	0
TRINITY_DN248375_c1_g4	1	1	0	0	0
TRINITY_DN248381_c0_g3	1	1	0	0	0
TRINITY_DN248385_c0_g11	1	1	0	0	0
TRINITY_DN248391_c0_g1	1	1	0	0	0
TRINITY_DN248443_c0_g1	1	1	0	0	0
TRINITY_DN248509_c0_g1	1	1	0	0	0
TRINITY_DN248512_c1_g1	1	1	0	0	0
TRINITY_DN248546_c0_g2	1	1	0	0	0
TRINITY_DN248558_c0_g2	1	1	0	0	0
TRINITY_DN248572_c0_g1	1	1	0	0	0
TRINITY_DN248579_c0_g1	1	1	0	0	0
TRINITY_DN248635_c1_g2	1	1	0	0	0
TRINITY_DN248641_c0_g1	1	1	0	0	0
TRINITY_DN248643_c0_g1	1	1	0	0	0
TRINITY_DN248664_c0_g1	1	1	0	0	0
TRINITY_DN248669_c0_g2	1	1	0	0	0
TRINITY_DN248677_c0_g1	1	1	0	0	0
TRINITY_DN248712_c3_g2	1	1	0	0	0
TRINITY_DN248713_c0_g1	1	1	0	0	0
TRINITY_DN248737_c0_g1	1	1	0	0	0
TRINITY_DN248749_c1_g1	1	1	0	0	0
TRINITY_DN248763_c0_g1	1	1	0	0	0
TRINITY_DN248764_c0_g1	1	1	0	0	0
TRINITY_DN248766_c0_g1	1	1	0	0	0
TRINITY_DN248769_c0_g1	1	1	0	0	0
TRINITY_DN248790_c1_g1	1	1	0	0	0
TRINITY_DN248791_c0_g1	1	1	0	0	0
TRINITY_DN248796_c0_g1	1	1	0	0	0
TRINITY_DN248804_c0_g2	1	1	0	0	0
TRINITY_DN248829_c0_g1	1	1	0	0	0
TRINITY_DN248869_c0_g1	1	1	0	0	0
TRINITY_DN248882_c0_g1	1	1	0	0	0
TRINITY_DN248897_c0_g1	1	1	0	0	0
TRINITY_DN248902_c0_g1	1	1	0	0	0
TRINITY_DN248908_c0_g3	1	1	0	0	0
TRINITY_DN248924_c1_g1	1	1	0	0	0
TRINITY_DN248939_c0_g1	1	1	0	0	0
TRINITY_DN248941_c0_g2	1	1	0	0	0
TRINITY_DN248954_c1_g1	1	1	0	0	0
TRINITY_DN248959_c0_g1	1	1	0	0	0
TRINITY_DN248963_c0_g2	1	1	0	0	0
TRINITY_DN248974_c0_g1	1	1	0	0	0
TRINITY_DN249002_c0_g1	1	1	0	0	0
TRINITY_DN249020_c0_g1	1	1	0	0	0
TRINITY_DN249041_c0_g1	1	1	0	0	0
TRINITY_DN249067_c0_g1	1	1	0	0	0
TRINITY_DN249070_c0_g2	1	1	0	0	0
TRINITY_DN249074_c20_g3	1	1	0	0	0
TRINITY_DN249085_c0_g1	1	1	0	0	0
TRINITY_DN249114_c0_g1	1	1	0	0	0
TRINITY_DN249117_c0_g1	1	1	0	0	0
TRINITY_DN249119_c0_g1	1	1	0	0	0
TRINITY_DN249132_c0_g1	1	1	0	0	0
TRINITY_DN249140_c0_g1	1	1	0	0	0
TRINITY_DN249157_c0_g3	1	1	0	0	0
TRINITY_DN249169_c0_g1	1	1	0	0	0
TRINITY_DN249178_c0_g1	1	1	0	0	0
TRINITY_DN249178_c0_g2	1	1	0	0	0
TRINITY_DN249182_c0_g1	1	1	0	0	0
TRINITY_DN249199_c0_g1	1	1	0	0	0
TRINITY_DN249215_c0_g1	1	1	0	0	0
TRINITY_DN249215_c0_g3	1	1	0	0	0
TRINITY_DN249219_c0_g1	1	1	0	0	0
TRINITY_DN249229_c1_g1	1	1	0	0	0
TRINITY_DN249246_c0_g1	1	1	0	0	0
TRINITY_DN249248_c0_g3	1	1	0	0	0
TRINITY_DN249254_c0_g4	1	1	0	0	0
TRINITY_DN249272_c2_g1	1	1	0	0	0
TRINITY_DN249278_c0_g4	1	1	0	0	0
TRINITY_DN249292_c1_g1	1	1	0	0	0
TRINITY_DN249293_c0_g1	1	1	0	0	0
TRINITY_DN249299_c0_g1	1	1	0	0	0
TRINITY_DN249324_c1_g2	1	1	0	0	0
TRINITY_DN249335_c0_g2	1	1	0	0	0
TRINITY_DN249335_c0_g3	1	1	0	0	0
TRINITY_DN249340_c0_g1	1	1	0	0	0
TRINITY_DN249341_c0_g1	1	1	0	0	0
TRINITY_DN249370_c0_g3	1	1	0	0	0
TRINITY_DN249375_c0_g2	1	1	0	0	0
TRINITY_DN249388_c0_g1	1	1	0	0	0
TRINITY_DN249389_c0_g1	1	1	0	0	0
TRINITY_DN249392_c1_g2	1	1	0	0	0
TRINITY_DN249394_c2_g1	1	1	0	0	0
TRINITY_DN249409_c0_g1	1	1	0	0	0
TRINITY_DN249412_c2_g3	1	1	0	0	0
TRINITY_DN249428_c0_g1	1	1	0	0	0
TRINITY_DN249440_c0_g1	1	1	0	0	0
TRINITY_DN249445_c0_g1	1	1	0	0	0
TRINITY_DN249453_c0_g1	1	1	0	0	0
TRINITY_DN249467_c0_g1	1	1	0	0	0
TRINITY_DN249472_c0_g3	1	1	0	0	0
TRINITY_DN249489_c0_g1	1	1	0	0	0
TRINITY_DN249490_c0_g1	1	1	0	0	0
TRINITY_DN249490_c0_g2	1	1	0	0	0
TRINITY_DN249491_c0_g1	1	1	0	0	0
TRINITY_DN249499_c0_g1	1	1	0	0	0
TRINITY_DN249513_c0_g1	1	1	0	0	0
TRINITY_DN249517_c1_g1	1	1	0	0	0
TRINITY_DN249553_c0_g2	1	1	0	0	0
TRINITY_DN249568_c1_g1	1	1	0	0	0
TRINITY_DN249575_c0_g1	1	1	0	0	0
TRINITY_DN249589_c0_g2	1	1	0	0	0
TRINITY_DN249593_c0_g1	1	1	0	0	0
TRINITY_DN249600_c1_g1	1	1	0	0	0
TRINITY_DN249604_c0_g1	1	1	0	0	0
TRINITY_DN249605_c0_g1	1	1	0	0	0
TRINITY_DN249622_c0_g1	1	1	0	0	0
TRINITY_DN249630_c0_g1	1	1	0	0	0
TRINITY_DN249630_c0_g2	1	1	0	0	0
TRINITY_DN249631_c0_g1	1	1	0	0	0
TRINITY_DN249634_c0_g1	1	1	0	0	0
TRINITY_DN249635_c0_g1	1	1	0	0	0
TRINITY_DN249664_c0_g2	1	1	0	0	0
TRINITY_DN249668_c0_g1	1	1	0	0	0
TRINITY_DN249676_c0_g1	1	1	0	0	0
TRINITY_DN249681_c0_g2	1	1	0	0	0
TRINITY_DN249688_c0_g1	1	1	0	0	0
TRINITY_DN249691_c20_g29	1	1	0	0	0
TRINITY_DN249691_c20_g8	1	1	0	0	0
TRINITY_DN249693_c0_g3	1	1	0	0	0
TRINITY_DN249720_c0_g1	1	1	0	0	0
TRINITY_DN249724_c0_g1	1	1	0	0	0
TRINITY_DN249748_c0_g1	1	1	0	0	0
TRINITY_DN249753_c0_g1	1	1	0	0	0
TRINITY_DN249765_c0_g2	1	1	0	0	0
TRINITY_DN249775_c0_g1	1	1	0	0	0
TRINITY_DN249775_c0_g2	1	1	0	0	0
TRINITY_DN249778_c0_g1	1	1	0	0	0
TRINITY_DN249785_c0_g1	1	1	0	0	0
TRINITY_DN249792_c0_g1	1	1	0	0	0
TRINITY_DN249794_c0_g1	1	1	0	0	0
TRINITY_DN249806_c0_g1	1	1	0	0	0
TRINITY_DN249816_c0_g1	1	1	0	0	0
TRINITY_DN249817_c0_g2	1	1	0	0	0
TRINITY_DN249825_c0_g1	1	1	0	0	0
TRINITY_DN249876_c0_g3	1	1	0	0	0
TRINITY_DN249904_c1_g1	1	1	0	0	0
TRINITY_DN249906_c0_g1	1	1	0	0	0
TRINITY_DN249955_c0_g1	1	1	0	0	0
TRINITY_DN249957_c0_g1	1	1	0	0	0
TRINITY_DN249963_c0_g3	1	1	0	0	0
TRINITY_DN249970_c0_g1	1	1	0	0	0
TRINITY_DN249979_c0_g1	1	1	0	0	0
TRINITY_DN249984_c0_g1	1	1	0	0	0
TRINITY_DN249988_c0_g1	1	1	0	0	0
TRINITY_DN249990_c0_g2	1	1	0	0	0
TRINITY_DN249993_c0_g1	1	1	0	0	0
TRINITY_DN250025_c0_g1	1	1	0	0	0
TRINITY_DN250033_c1_g5	1	1	0	0	0
TRINITY_DN250034_c0_g1	1	1	0	0	0
TRINITY_DN250040_c0_g1	1	1	0	0	0
TRINITY_DN250042_c0_g1	1	1	0	0	0
TRINITY_DN250044_c0_g6	1	1	0	0	0
TRINITY_DN250045_c75_g111	1	1	0	0	0
TRINITY_DN250045_c75_g138	1	1	0	0	0
TRINITY_DN250045_c76_g1	1	1	0	0	0
TRINITY_DN250048_c0_g1	1	1	0	0	0
TRINITY_DN250048_c0_g2	1	1	0	0	0
TRINITY_DN250050_c0_g1	1	1	0	0	0
TRINITY_DN250060_c0_g2	1	1	0	0	0
TRINITY_DN250060_c0_g3	1	1	0	0	0
TRINITY_DN250079_c0_g1	1	1	0	0	0
TRINITY_DN250080_c0_g1	1	1	0	0	0
TRINITY_DN250081_c9_g26	1	1	0	0	0
TRINITY_DN250082_c0_g2	1	1	0	0	0
TRINITY_DN250092_c2_g2	1	1	0	0	0
TRINITY_DN250125_c0_g3	1	1	0	0	0
TRINITY_DN250135_c0_g1	1	1	0	0	0
TRINITY_DN250140_c0_g2	1	1	0	0	0
TRINITY_DN250144_c0_g1	1	1	0	0	0
TRINITY_DN250153_c0_g1	1	1	0	0	0
TRINITY_DN250168_c0_g1	1	1	0	0	0
TRINITY_DN250184_c1_g2	1	1	0	0	0
TRINITY_DN250184_c1_g3	1	1	0	0	0
TRINITY_DN250192_c0_g2	1	1	0	0	0
TRINITY_DN250193_c3_g1	1	1	0	0	0
TRINITY_DN250211_c0_g1	1	1	0	0	0
TRINITY_DN250214_c0_g1	1	1	0	0	0
TRINITY_DN250249_c0_g1	1	1	0	0	0
TRINITY_DN250250_c0_g1	1	1	0	0	0
TRINITY_DN250252_c0_g1	1	1	0	0	0
TRINITY_DN250262_c0_g1	1	1	0	0	0
TRINITY_DN250275_c0_g1	1	1	0	0	0
TRINITY_DN250284_c0_g2	1	1	0	0	0
TRINITY_DN250291_c0_g1	1	1	0	0	0
TRINITY_DN250307_c0_g1	1	1	0	0	0
TRINITY_DN250314_c0_g1	1	1	0	0	0
TRINITY_DN250316_c0_g1	1	1	0	0	0
TRINITY_DN250319_c0_g1	1	1	0	0	0
TRINITY_DN250322_c0_g1	1	1	0	0	0
TRINITY_DN250335_c2_g1	1	1	0	0	0
TRINITY_DN250357_c0_g2	1	1	0	0	0
TRINITY_DN250373_c1_g1	1	1	0	0	0
TRINITY_DN250404_c0_g1	1	1	0	0	0
TRINITY_DN250411_c0_g1	1	1	0	0	0
TRINITY_DN250427_c0_g2	1	1	0	0	0
TRINITY_DN250428_c0_g2	1	1	0	0	0
TRINITY_DN250438_c1_g1	1	1	0	0	0
TRINITY_DN250449_c0_g1	1	1	0	0	0
TRINITY_DN250508_c0_g1	1	1	0	0	0
TRINITY_DN250512_c1_g1	1	1	0	0	0
TRINITY_DN250514_c0_g1	1	1	0	0	0
TRINITY_DN250561_c0_g1	1	1	0	0	0
TRINITY_DN250576_c0_g1	1	1	0	0	0
TRINITY_DN250596_c0_g1	1	1	0	0	0
TRINITY_DN250601_c7_g1	1	1	0	0	0
TRINITY_DN250612_c0_g1	1	1	0	0	0
TRINITY_DN250656_c1_g3	1	1	0	0	0
TRINITY_DN250660_c1_g1	1	1	0	0	0
TRINITY_DN250664_c0_g1	1	1	0	0	0
TRINITY_DN250678_c2_g1	1	1	0	0	0
TRINITY_DN250685_c5_g10	1	1	0	0	0
TRINITY_DN250694_c0_g1	1	1	0	0	0
TRINITY_DN250694_c0_g4	1	1	0	0	0
TRINITY_DN250694_c0_g6	1	1	0	0	0
TRINITY_DN250705_c0_g1	1	1	0	0	0
TRINITY_DN250712_c0_g1	1	1	0	0	0
TRINITY_DN250715_c0_g1	1	1	0	0	0
TRINITY_DN250718_c0_g2	1	1	0	0	0
TRINITY_DN250720_c0_g1	1	1	0	0	0
TRINITY_DN250725_c0_g1	1	1	0	0	0
TRINITY_DN250738_c1_g1	1	1	0	0	0
TRINITY_DN250742_c0_g1	1	1	0	0	0
TRINITY_DN250751_c0_g1	1	1	0	0	0
TRINITY_DN250764_c0_g2	1	1	0	0	0
TRINITY_DN250766_c0_g1	1	1	0	0	0
TRINITY_DN250769_c0_g1	1	1	0	0	0
TRINITY_DN250774_c0_g1	1	1	0	0	0
TRINITY_DN250775_c0_g1	1	1	0	0	0
TRINITY_DN250804_c0_g1	1	1	0	0	0
TRINITY_DN250809_c0_g1	1	1	0	0	0
TRINITY_DN250832_c0_g2	1	1	0	0	0
TRINITY_DN250833_c0_g1	1	1	0	0	0
TRINITY_DN250838_c0_g1	1	1	0	0	0
TRINITY_DN250846_c0_g1	1	1	0	0	0
TRINITY_DN250846_c0_g2	1	1	0	0	0
TRINITY_DN250857_c0_g1	1	1	0	0	0
TRINITY_DN250874_c0_g1	1	1	0	0	0
TRINITY_DN250881_c0_g1	1	1	0	0	0
TRINITY_DN250887_c0_g1	1	1	0	0	0
TRINITY_DN250900_c0_g1	1	1	0	0	0
TRINITY_DN250906_c0_g1	1	1	0	0	0
TRINITY_DN250936_c0_g1	1	1	0	0	0
TRINITY_DN250940_c0_g2	1	1	0	0	0
TRINITY_DN250941_c1_g1	1	1	0	0	0
TRINITY_DN250941_c2_g1	1	1	0	0	0
TRINITY_DN250957_c0_g1	1	1	0	0	0
TRINITY_DN250970_c0_g2	1	1	0	0	0
TRINITY_DN250999_c0_g1	1	1	0	0	0
TRINITY_DN251013_c0_g1	1	1	0	0	0
TRINITY_DN251015_c0_g2	1	1	0	0	0
TRINITY_DN251018_c0_g2	1	1	0	0	0
TRINITY_DN251019_c0_g1	1	1	0	0	0
TRINITY_DN251020_c0_g1	1	1	0	0	0
TRINITY_DN251025_c0_g1	1	1	0	0	0
TRINITY_DN251033_c0_g2	1	1	0	0	0
TRINITY_DN251033_c0_g3	1	1	0	0	0
TRINITY_DN251034_c12_g3	1	1	0	0	0
TRINITY_DN251040_c0_g1	1	1	0	0	0
TRINITY_DN251040_c0_g2	1	1	0	0	0
TRINITY_DN251053_c0_g1	1	1	0	0	0
TRINITY_DN251059_c0_g1	1	1	0	0	0
TRINITY_DN251092_c0_g2	1	1	0	0	0
TRINITY_DN251095_c0_g1	1	1	0	0	0
TRINITY_DN251096_c0_g3	1	1	0	0	0
TRINITY_DN251097_c0_g2	1	1	0	0	0
TRINITY_DN251097_c0_g5	1	1	0	0	0
TRINITY_DN251128_c0_g1	1	1	0	0	0
TRINITY_DN251142_c0_g1	1	1	0	0	0
TRINITY_DN251160_c1_g1	1	1	0	0	0
TRINITY_DN251164_c0_g1	1	1	0	0	0
TRINITY_DN251170_c0_g1	1	1	0	0	0
TRINITY_DN251172_c0_g1	1	1	0	0	0
TRINITY_DN251173_c0_g1	1	1	0	0	0
TRINITY_DN251175_c0_g1	1	1	0	0	0
TRINITY_DN251177_c0_g1	1	1	0	0	0
TRINITY_DN251192_c0_g1	1	1	0	0	0
TRINITY_DN251196_c0_g2	1	1	0	0	0
TRINITY_DN251213_c0_g1	1	1	0	0	0
TRINITY_DN251217_c1_g1	1	1	0	0	0
TRINITY_DN251218_c0_g2	1	1	0	0	0
TRINITY_DN251219_c0_g1	1	1	0	0	0
TRINITY_DN251226_c0_g1	1	1	0	0	0
TRINITY_DN251239_c0_g2	1	1	0	0	0
TRINITY_DN251247_c0_g1	1	1	0	0	0
TRINITY_DN251250_c1_g1	1	1	0	0	0
TRINITY_DN251261_c0_g2	1	1	0	0	0
TRINITY_DN251279_c1_g1	1	1	0	0	0
TRINITY_DN251286_c0_g1	1	1	0	0	0
TRINITY_DN251287_c1_g1	1	1	0	0	0
TRINITY_DN251298_c2_g5	1	1	0	0	0
TRINITY_DN251309_c0_g1	1	1	0	0	0
TRINITY_DN251323_c0_g1	1	1	0	0	0
TRINITY_DN251330_c0_g1	1	1	0	0	0
TRINITY_DN251334_c0_g1	1	1	0	0	0
TRINITY_DN251338_c0_g1	1	1	0	0	0
TRINITY_DN251344_c0_g1	1	1	0	0	0
TRINITY_DN251366_c0_g2	1	1	0	0	0
TRINITY_DN251372_c0_g1	1	1	0	0	0
TRINITY_DN251387_c1_g1	1	1	0	0	0
TRINITY_DN251403_c0_g1	1	1	0	0	0
TRINITY_DN251405_c0_g1	1	1	0	0	0
TRINITY_DN251405_c2_g1	1	1	0	0	0
TRINITY_DN251410_c0_g2	1	1	0	0	0
TRINITY_DN251411_c0_g1	1	1	0	0	0
TRINITY_DN251413_c0_g1	1	1	0	0	0
TRINITY_DN251418_c0_g1	1	1	0	0	0
TRINITY_DN251419_c0_g2	1	1	0	0	0
TRINITY_DN251423_c0_g3	1	1	0	0	0
TRINITY_DN251427_c0_g2	1	1	0	0	0
TRINITY_DN251430_c0_g1	1	1	0	0	0
TRINITY_DN251456_c0_g1	1	1	0	0	0
TRINITY_DN251460_c0_g1	1	1	0	0	0
TRINITY_DN251463_c0_g1	1	1	0	0	0
TRINITY_DN251464_c0_g1	1	1	0	0	0
TRINITY_DN251464_c0_g2	1	1	0	0	0
TRINITY_DN251467_c0_g1	1	1	0	0	0
TRINITY_DN251476_c1_g2	1	1	0	0	0
TRINITY_DN251485_c0_g1	1	1	0	0	0
TRINITY_DN251492_c0_g1	1	1	0	0	0
TRINITY_DN251493_c0_g2	1	1	0	0	0
TRINITY_DN251501_c0_g1	1	1	0	0	0
TRINITY_DN251508_c0_g1	1	1	0	0	0
TRINITY_DN251520_c0_g3	1	1	0	0	0
TRINITY_DN251527_c0_g2	1	1	0	0	0
TRINITY_DN251532_c0_g1	1	1	0	0	0
TRINITY_DN251539_c0_g1	1	1	0	0	0
TRINITY_DN251548_c1_g1	1	1	0	0	0
TRINITY_DN251549_c0_g1	1	1	0	0	0
TRINITY_DN251553_c0_g1	1	1	0	0	0
TRINITY_DN251554_c1_g2	1	1	0	0	0
TRINITY_DN251562_c1_g3	1	1	0	0	0
TRINITY_DN251563_c1_g1	1	1	0	0	0
TRINITY_DN251564_c0_g1	1	1	0	0	0
TRINITY_DN251566_c0_g2	1	1	0	0	0
TRINITY_DN251584_c0_g1	1	1	0	0	0
TRINITY_DN251586_c0_g1	1	1	0	0	0
TRINITY_DN251593_c0_g1	1	1	0	0	0
TRINITY_DN251612_c0_g2	1	1	0	0	0
TRINITY_DN251617_c0_g2	1	1	0	0	0
TRINITY_DN251633_c0_g1	1	1	0	0	0
TRINITY_DN251637_c0_g1	1	1	0	0	0
TRINITY_DN251638_c0_g1	1	1	0	0	0
TRINITY_DN251644_c0_g2	1	1	0	0	0
TRINITY_DN251648_c0_g1	1	1	0	0	0
TRINITY_DN251667_c0_g1	1	1	0	0	0
TRINITY_DN251670_c1_g1	1	1	0	0	0
TRINITY_DN251674_c0_g1	1	1	0	0	0
TRINITY_DN251677_c0_g1	1	1	0	0	0
TRINITY_DN251689_c1_g1	1	1	0	0	0
TRINITY_DN251696_c0_g1	1	1	0	0	0
TRINITY_DN251703_c20_g36	1	1	0	0	0
TRINITY_DN251705_c2_g4	1	1	0	0	0
TRINITY_DN251712_c0_g1	1	1	0	0	0
TRINITY_DN251713_c0_g1	1	1	0	0	0
TRINITY_DN251721_c0_g1	1	1	0	0	0
TRINITY_DN251725_c0_g1	1	1	0	0	0
TRINITY_DN251727_c0_g1	1	1	0	0	0
TRINITY_DN251743_c0_g2	1	1	0	0	0
TRINITY_DN251754_c0_g1	1	1	0	0	0
TRINITY_DN251757_c1_g2	1	1	0	0	0
TRINITY_DN251762_c0_g1	1	1	0	0	0
TRINITY_DN251763_c0_g1	1	1	0	0	0
TRINITY_DN251795_c0_g1	1	1	0	0	0
TRINITY_DN251796_c0_g1	1	1	0	0	0
TRINITY_DN251797_c0_g2	1	1	0	0	0
TRINITY_DN251798_c0_g1	1	1	0	0	0
TRINITY_DN251813_c0_g1	1	1	0	0	0
TRINITY_DN251815_c0_g2	1	1	0	0	0
TRINITY_DN251820_c0_g2	1	1	0	0	0
TRINITY_DN251823_c0_g2	1	1	0	0	0
TRINITY_DN251831_c0_g1	1	1	0	0	0
TRINITY_DN251836_c0_g1	1	1	0	0	0
TRINITY_DN251841_c0_g1	1	1	0	0	0
TRINITY_DN251843_c2_g3	1	1	0	0	0
TRINITY_DN251850_c0_g3	1	1	0	0	0
TRINITY_DN251880_c0_g2	1	1	0	0	0
TRINITY_DN251885_c0_g1	1	1	0	0	0
TRINITY_DN251895_c0_g3	1	1	0	0	0
TRINITY_DN251898_c0_g1	1	1	0	0	0
TRINITY_DN251903_c0_g1	1	1	0	0	0
TRINITY_DN251910_c0_g2	1	1	0	0	0
TRINITY_DN251914_c0_g1	1	1	0	0	0
TRINITY_DN251917_c0_g1	1	1	0	0	0
TRINITY_DN251918_c0_g1	1	1	0	0	0
TRINITY_DN251931_c0_g1	1	1	0	0	0
TRINITY_DN251936_c0_g3	1	1	0	0	0
TRINITY_DN251940_c0_g1	1	1	0	0	0
TRINITY_DN251941_c0_g1	1	1	0	0	0
TRINITY_DN251962_c0_g1	1	1	0	0	0
TRINITY_DN251963_c0_g1	1	1	0	0	0
TRINITY_DN251974_c2_g1	1	1	0	0	0
TRINITY_DN251988_c0_g1	1	1	0	0	0
TRINITY_DN251988_c0_g3	1	1	0	0	0
TRINITY_DN251990_c3_g1	1	1	0	0	0
TRINITY_DN251991_c0_g1	1	1	0	0	0
TRINITY_DN252004_c1_g1	1	1	0	0	0
TRINITY_DN252007_c0_g1	1	1	0	0	0
TRINITY_DN252008_c0_g1	1	1	0	0	0
TRINITY_DN252015_c1_g1	1	1	0	0	0
TRINITY_DN252016_c0_g1	1	1	0	0	0
TRINITY_DN252045_c0_g1	1	1	0	0	0
TRINITY_DN252058_c4_g2	1	1	0	0	0
TRINITY_DN252068_c0_g1	1	1	0	0	0
TRINITY_DN252070_c1_g1	1	1	0	0	0
TRINITY_DN252077_c0_g2	1	1	0	0	0
TRINITY_DN252079_c1_g1	1	1	0	0	0
TRINITY_DN252090_c0_g1	1	1	0	0	0
TRINITY_DN252094_c1_g1	1	1	0	0	0
TRINITY_DN252095_c3_g1	1	1	0	0	0
TRINITY_DN252108_c0_g1	1	1	0	0	0
TRINITY_DN252110_c1_g1	1	1	0	0	0
TRINITY_DN252110_c2_g1	1	1	0	0	0
TRINITY_DN252114_c1_g1	1	1	0	0	0
TRINITY_DN252118_c0_g1	1	1	0	0	0
TRINITY_DN252138_c0_g1	1	1	0	0	0
TRINITY_DN252139_c0_g1	1	1	0	0	0
TRINITY_DN252168_c0_g2	1	1	0	0	0
TRINITY_DN252172_c0_g1	1	1	0	0	0
TRINITY_DN252191_c1_g1	1	1	0	0	0
TRINITY_DN252191_c1_g2	1	1	0	0	0
TRINITY_DN252192_c0_g1	1	1	0	0	0
TRINITY_DN252195_c0_g2	1	1	0	0	0
TRINITY_DN252202_c0_g1	1	1	0	0	0
TRINITY_DN252203_c0_g1	1	1	0	0	0
