tau	PRB	PRL	PRP	PRPD
TRINITY_DN192820_c0_g1	1	0	1	0	0
TRINITY_DN192827_c0_g1	1	0	1	0	0
TRINITY_DN192832_c1_g1	1	0	1	0	0
TRINITY_DN192834_c0_g3	1	0	1	0	0
TRINITY_DN192841_c1_g1	1	0	1	0	0
TRINITY_DN192853_c0_g1	1	0	1	0	0
TRINITY_DN192854_c0_g1	1	0	1	0	0
TRINITY_DN192854_c0_g2	1	0	1	0	0
TRINITY_DN192856_c0_g3	1	0	1	0	0
TRINITY_DN192857_c0_g1	1	0	1	0	0
TRINITY_DN19286_c0_g1	1	0	1	0	0
TRINITY_DN192864_c0_g1	1	0	1	0	0
TRINITY_DN192865_c0_g1	1	0	1	0	0
TRINITY_DN192873_c0_g1	1	0	1	0	0
TRINITY_DN192875_c0_g1	1	0	1	0	0
TRINITY_DN192880_c0_g1	1	0	1	0	0
TRINITY_DN192882_c0_g1	1	0	1	0	0
TRINITY_DN192883_c0_g1	1	0	1	0	0
TRINITY_DN192888_c0_g1	1	0	1	0	0
TRINITY_DN192888_c0_g2	1	0	1	0	0
TRINITY_DN192895_c3_g1	1	0	1	0	0
TRINITY_DN192895_c5_g1	1	0	1	0	0
TRINITY_DN192896_c0_g1	1	0	1	0	0
TRINITY_DN1929_c0_g1	1	0	1	0	0
TRINITY_DN192914_c0_g1	1	0	1	0	0
TRINITY_DN192916_c0_g1	1	0	1	0	0
TRINITY_DN192917_c1_g1	1	0	1	0	0
TRINITY_DN19292_c0_g1	1	0	1	0	0
TRINITY_DN19292_c1_g1	1	0	1	0	0
TRINITY_DN192930_c0_g1	1	0	1	0	0
TRINITY_DN192940_c0_g1	1	0	1	0	0
TRINITY_DN192949_c0_g1	1	0	1	0	0
TRINITY_DN192962_c0_g1	1	0	1	0	0
TRINITY_DN192970_c0_g1	1	0	1	0	0
TRINITY_DN192974_c0_g1	1	0	1	0	0
TRINITY_DN192979_c1_g1	1	0	1	0	0
TRINITY_DN192983_c0_g1	1	0	1	0	0
TRINITY_DN192986_c0_g1	1	0	1	0	0
TRINITY_DN192987_c0_g1	1	0	1	0	0
TRINITY_DN192989_c0_g1	1	0	1	0	0
TRINITY_DN192994_c0_g1	1	0	1	0	0
TRINITY_DN193011_c0_g1	1	0	1	0	0
TRINITY_DN193012_c0_g1	1	0	1	0	0
TRINITY_DN193013_c0_g1	1	0	1	0	0
TRINITY_DN193014_c0_g2	1	0	1	0	0
TRINITY_DN193016_c0_g1	1	0	1	0	0
TRINITY_DN193019_c1_g1	1	0	1	0	0
TRINITY_DN193022_c0_g1	1	0	1	0	0
TRINITY_DN193026_c0_g1	1	0	1	0	0
TRINITY_DN193037_c0_g1	1	0	1	0	0
TRINITY_DN193040_c0_g1	1	0	1	0	0
TRINITY_DN193041_c0_g1	1	0	1	0	0
TRINITY_DN193045_c0_g1	1	0	1	0	0
TRINITY_DN193050_c0_g1	1	0	1	0	0
TRINITY_DN193051_c0_g1	1	0	1	0	0
TRINITY_DN193058_c0_g1	1	0	1	0	0
TRINITY_DN193066_c0_g2	1	0	1	0	0
TRINITY_DN193071_c0_g1	1	0	1	0	0
TRINITY_DN193078_c0_g1	1	0	1	0	0
TRINITY_DN193088_c0_g1	1	0	1	0	0
TRINITY_DN193090_c0_g1	1	0	1	0	0
TRINITY_DN193102_c1_g1	1	0	1	0	0
TRINITY_DN193104_c0_g1	1	0	1	0	0
TRINITY_DN193112_c2_g1	1	0	1	0	0
TRINITY_DN193125_c0_g2	1	0	1	0	0
TRINITY_DN193131_c1_g1	1	0	1	0	0
TRINITY_DN193132_c0_g1	1	0	1	0	0
TRINITY_DN193137_c1_g1	1	0	1	0	0
TRINITY_DN193145_c0_g1	1	0	1	0	0
TRINITY_DN193149_c0_g1	1	0	1	0	0
TRINITY_DN193152_c1_g1	1	0	1	0	0
TRINITY_DN193165_c1_g1	1	0	1	0	0
TRINITY_DN193167_c0_g1	1	0	1	0	0
TRINITY_DN193169_c0_g1	1	0	1	0	0
TRINITY_DN193179_c0_g2	1	0	1	0	0
TRINITY_DN193181_c0_g1	1	0	1	0	0
TRINITY_DN193190_c0_g1	1	0	1	0	0
TRINITY_DN193192_c0_g1	1	0	1	0	0
TRINITY_DN193202_c0_g1	1	0	1	0	0
TRINITY_DN193204_c0_g2	1	0	1	0	0
TRINITY_DN193206_c0_g1	1	0	1	0	0
TRINITY_DN193210_c1_g1	1	0	1	0	0
TRINITY_DN193219_c0_g1	1	0	1	0	0
TRINITY_DN193224_c0_g2	1	0	1	0	0
TRINITY_DN193238_c0_g1	1	0	1	0	0
TRINITY_DN193240_c0_g1	1	0	1	0	0
TRINITY_DN193247_c0_g1	1	0	1	0	0
TRINITY_DN193255_c2_g1	1	0	1	0	0
TRINITY_DN193258_c0_g1	1	0	1	0	0
TRINITY_DN193260_c0_g1	1	0	1	0	0
TRINITY_DN193262_c0_g1	1	0	1	0	0
TRINITY_DN193264_c0_g1	1	0	1	0	0
TRINITY_DN193279_c1_g1	1	0	1	0	0
TRINITY_DN193288_c1_g1	1	0	1	0	0
TRINITY_DN193288_c1_g2	1	0	1	0	0
TRINITY_DN193291_c0_g1	1	0	1	0	0
TRINITY_DN193293_c0_g1	1	0	1	0	0
TRINITY_DN193310_c1_g1	1	0	1	0	0
TRINITY_DN193312_c0_g1	1	0	1	0	0
TRINITY_DN193315_c0_g1	1	0	1	0	0
TRINITY_DN193319_c0_g1	1	0	1	0	0
TRINITY_DN193323_c0_g1	1	0	1	0	0
TRINITY_DN193323_c0_g2	1	0	1	0	0
TRINITY_DN193336_c0_g2	1	0	1	0	0
TRINITY_DN193349_c0_g1	1	0	1	0	0
TRINITY_DN193357_c0_g2	1	0	1	0	0
TRINITY_DN193361_c0_g1	1	0	1	0	0
TRINITY_DN193363_c0_g2	1	0	1	0	0
TRINITY_DN193369_c0_g1	1	0	1	0	0
TRINITY_DN193374_c0_g1	1	0	1	0	0
TRINITY_DN19339_c0_g1	1	0	1	0	0
TRINITY_DN193391_c0_g1	1	0	1	0	0
TRINITY_DN193397_c0_g1	1	0	1	0	0
TRINITY_DN19340_c0_g1	1	0	1	0	0
TRINITY_DN193406_c0_g1	1	0	1	0	0
TRINITY_DN193421_c0_g1	1	0	1	0	0
TRINITY_DN193422_c0_g1	1	0	1	0	0
TRINITY_DN193424_c0_g1	1	0	1	0	0
TRINITY_DN193434_c0_g1	1	0	1	0	0
TRINITY_DN193438_c0_g1	1	0	1	0	0
TRINITY_DN193450_c0_g1	1	0	1	0	0
TRINITY_DN193460_c0_g2	1	0	1	0	0
TRINITY_DN193461_c0_g1	1	0	1	0	0
TRINITY_DN193467_c0_g1	1	0	1	0	0
TRINITY_DN193471_c0_g1	1	0	1	0	0
TRINITY_DN193477_c0_g1	1	0	1	0	0
TRINITY_DN193480_c0_g1	1	0	1	0	0
TRINITY_DN193487_c0_g1	1	0	1	0	0
TRINITY_DN19349_c0_g1	1	0	1	0	0
TRINITY_DN193491_c0_g1	1	0	1	0	0
TRINITY_DN193495_c0_g1	1	0	1	0	0
TRINITY_DN193497_c0_g1	1	0	1	0	0
TRINITY_DN193498_c0_g2	1	0	1	0	0
TRINITY_DN1935_c0_g1	1	0	1	0	0
TRINITY_DN193501_c1_g1	1	0	1	0	0
TRINITY_DN193503_c0_g1	1	0	1	0	0
TRINITY_DN19351_c0_g1	1	0	1	0	0
TRINITY_DN193515_c1_g1	1	0	1	0	0
TRINITY_DN19352_c0_g1	1	0	1	0	0
TRINITY_DN193536_c0_g1	1	0	1	0	0
TRINITY_DN193541_c0_g2	1	0	1	0	0
TRINITY_DN193545_c0_g1	1	0	1	0	0
TRINITY_DN19355_c0_g1	1	0	1	0	0
TRINITY_DN193554_c1_g1	1	0	1	0	0
TRINITY_DN193554_c1_g2	1	0	1	0	0
TRINITY_DN193557_c0_g2	1	0	1	0	0
TRINITY_DN193560_c0_g1	1	0	1	0	0
TRINITY_DN193563_c0_g1	1	0	1	0	0
TRINITY_DN193571_c0_g1	1	0	1	0	0
TRINITY_DN193575_c0_g1	1	0	1	0	0
TRINITY_DN193577_c0_g1	1	0	1	0	0
TRINITY_DN19358_c0_g1	1	0	1	0	0
TRINITY_DN193581_c0_g1	1	0	1	0	0
TRINITY_DN193584_c0_g1	1	0	1	0	0
TRINITY_DN193587_c0_g1	1	0	1	0	0
TRINITY_DN193592_c0_g2	1	0	1	0	0
TRINITY_DN193607_c0_g1	1	0	1	0	0
TRINITY_DN193607_c0_g2	1	0	1	0	0
TRINITY_DN193609_c2_g1	1	0	1	0	0
TRINITY_DN193614_c0_g1	1	0	1	0	0
TRINITY_DN193614_c1_g1	1	0	1	0	0
TRINITY_DN193616_c0_g1	1	0	1	0	0
TRINITY_DN193617_c0_g1	1	0	1	0	0
TRINITY_DN193618_c1_g1	1	0	1	0	0
TRINITY_DN193619_c1_g1	1	0	1	0	0
TRINITY_DN193626_c1_g1	1	0	1	0	0
TRINITY_DN193632_c0_g1	1	0	1	0	0
TRINITY_DN193638_c0_g1	1	0	1	0	0
TRINITY_DN193639_c0_g1	1	0	1	0	0
TRINITY_DN193646_c1_g1	1	0	1	0	0
TRINITY_DN193647_c0_g1	1	0	1	0	0
TRINITY_DN193648_c1_g1	1	0	1	0	0
TRINITY_DN193649_c0_g1	1	0	1	0	0
TRINITY_DN193651_c0_g1	1	0	1	0	0
TRINITY_DN193659_c0_g1	1	0	1	0	0
TRINITY_DN193659_c0_g2	1	0	1	0	0
TRINITY_DN193666_c1_g1	1	0	1	0	0
TRINITY_DN193670_c0_g1	1	0	1	0	0
TRINITY_DN193671_c0_g2	1	0	1	0	0
TRINITY_DN193673_c0_g1	1	0	1	0	0
TRINITY_DN193675_c0_g1	1	0	1	0	0
TRINITY_DN193676_c0_g2	1	0	1	0	0
TRINITY_DN193700_c0_g1	1	0	1	0	0
TRINITY_DN193708_c0_g1	1	0	1	0	0
TRINITY_DN193725_c1_g1	1	0	1	0	0
TRINITY_DN193727_c0_g2	1	0	1	0	0
TRINITY_DN193729_c0_g1	1	0	1	0	0
TRINITY_DN193729_c0_g2	1	0	1	0	0
TRINITY_DN193733_c1_g1	1	0	1	0	0
TRINITY_DN193733_c2_g1	1	0	1	0	0
TRINITY_DN193740_c0_g1	1	0	1	0	0
TRINITY_DN19375_c0_g1	1	0	1	0	0
TRINITY_DN193751_c0_g1	1	0	1	0	0
TRINITY_DN193759_c0_g1	1	0	1	0	0
TRINITY_DN19376_c0_g1	1	0	1	0	0
TRINITY_DN193764_c0_g1	1	0	1	0	0
TRINITY_DN19377_c0_g1	1	0	1	0	0
TRINITY_DN193770_c0_g1	1	0	1	0	0
TRINITY_DN193772_c0_g1	1	0	1	0	0
TRINITY_DN193773_c0_g1	1	0	1	0	0
TRINITY_DN193776_c0_g1	1	0	1	0	0
TRINITY_DN193778_c1_g1	1	0	1	0	0
TRINITY_DN19378_c0_g1	1	0	1	0	0
TRINITY_DN193782_c0_g1	1	0	1	0	0
TRINITY_DN193792_c0_g3	1	0	1	0	0
TRINITY_DN193793_c0_g1	1	0	1	0	0
TRINITY_DN193804_c0_g2	1	0	1	0	0
TRINITY_DN193805_c0_g1	1	0	1	0	0
TRINITY_DN193810_c0_g1	1	0	1	0	0
TRINITY_DN193813_c0_g1	1	0	1	0	0
TRINITY_DN193824_c0_g1	1	0	1	0	0
TRINITY_DN193830_c1_g1	1	0	1	0	0
TRINITY_DN193843_c0_g1	1	0	1	0	0
TRINITY_DN193845_c1_g1	1	0	1	0	0
TRINITY_DN193846_c0_g1	1	0	1	0	0
TRINITY_DN193851_c0_g1	1	0	1	0	0
TRINITY_DN19386_c0_g1	1	0	1	0	0
TRINITY_DN193860_c0_g1	1	0	1	0	0
TRINITY_DN193861_c0_g1	1	0	1	0	0
TRINITY_DN193865_c0_g2	1	0	1	0	0
TRINITY_DN193873_c0_g1	1	0	1	0	0
TRINITY_DN193873_c0_g2	1	0	1	0	0
TRINITY_DN193874_c0_g1	1	0	1	0	0
TRINITY_DN193878_c0_g1	1	0	1	0	0
TRINITY_DN193885_c0_g1	1	0	1	0	0
TRINITY_DN193885_c1_g1	1	0	1	0	0
TRINITY_DN19389_c0_g1	1	0	1	0	0
TRINITY_DN193891_c0_g1	1	0	1	0	0
TRINITY_DN193892_c0_g1	1	0	1	0	0
TRINITY_DN193906_c0_g1	1	0	1	0	0
TRINITY_DN193912_c0_g1	1	0	1	0	0
TRINITY_DN193914_c0_g1	1	0	1	0	0
TRINITY_DN193931_c0_g1	1	0	1	0	0
TRINITY_DN193942_c0_g1	1	0	1	0	0
TRINITY_DN193949_c1_g1	1	0	1	0	0
TRINITY_DN193967_c0_g1	1	0	1	0	0
TRINITY_DN193972_c0_g3	1	0	1	0	0
TRINITY_DN193979_c2_g1	1	0	1	0	0
TRINITY_DN193981_c0_g1	1	0	1	0	0
TRINITY_DN193989_c0_g1	1	0	1	0	0
TRINITY_DN193992_c0_g1	1	0	1	0	0
TRINITY_DN193996_c0_g1	1	0	1	0	0
TRINITY_DN193998_c0_g1	1	0	1	0	0
TRINITY_DN193999_c0_g2	1	0	1	0	0
TRINITY_DN194000_c0_g1	1	0	1	0	0
TRINITY_DN194002_c0_g1	1	0	1	0	0
TRINITY_DN194004_c0_g1	1	0	1	0	0
TRINITY_DN194005_c0_g1	1	0	1	0	0
TRINITY_DN194007_c0_g1	1	0	1	0	0
TRINITY_DN194012_c0_g1	1	0	1	0	0
TRINITY_DN194018_c0_g1	1	0	1	0	0
TRINITY_DN194019_c0_g1	1	0	1	0	0
TRINITY_DN194024_c0_g1	1	0	1	0	0
TRINITY_DN19403_c0_g1	1	0	1	0	0
TRINITY_DN194030_c0_g1	1	0	1	0	0
TRINITY_DN194033_c1_g1	1	0	1	0	0
TRINITY_DN194036_c0_g1	1	0	1	0	0
TRINITY_DN194037_c0_g1	1	0	1	0	0
TRINITY_DN194040_c0_g1	1	0	1	0	0
TRINITY_DN194042_c1_g1	1	0	1	0	0
TRINITY_DN194043_c0_g1	1	0	1	0	0
TRINITY_DN194044_c0_g1	1	0	1	0	0
TRINITY_DN194045_c0_g2	1	0	1	0	0
TRINITY_DN194047_c0_g1	1	0	1	0	0
TRINITY_DN194051_c0_g1	1	0	1	0	0
TRINITY_DN194060_c0_g2	1	0	1	0	0
TRINITY_DN194065_c0_g1	1	0	1	0	0
TRINITY_DN194067_c1_g1	1	0	1	0	0
TRINITY_DN194068_c0_g2	1	0	1	0	0
TRINITY_DN194069_c0_g1	1	0	1	0	0
TRINITY_DN194075_c0_g1	1	0	1	0	0
TRINITY_DN194078_c0_g1	1	0	1	0	0
TRINITY_DN194083_c0_g1	1	0	1	0	0
TRINITY_DN194084_c1_g2	1	0	1	0	0
TRINITY_DN194085_c0_g1	1	0	1	0	0
TRINITY_DN194095_c1_g1	1	0	1	0	0
TRINITY_DN194104_c0_g1	1	0	1	0	0
TRINITY_DN194105_c0_g1	1	0	1	0	0
TRINITY_DN194108_c0_g1	1	0	1	0	0
TRINITY_DN194109_c0_g1	1	0	1	0	0
TRINITY_DN194115_c0_g1	1	0	1	0	0
TRINITY_DN194117_c0_g1	1	0	1	0	0
TRINITY_DN194126_c0_g1	1	0	1	0	0
TRINITY_DN194130_c0_g1	1	0	1	0	0
TRINITY_DN19414_c0_g1	1	0	1	0	0
TRINITY_DN194141_c0_g1	1	0	1	0	0
TRINITY_DN194145_c0_g1	1	0	1	0	0
TRINITY_DN194154_c0_g1	1	0	1	0	0
TRINITY_DN194157_c0_g1	1	0	1	0	0
TRINITY_DN194161_c0_g1	1	0	1	0	0
TRINITY_DN194165_c0_g1	1	0	1	0	0
TRINITY_DN194165_c0_g2	1	0	1	0	0
TRINITY_DN194169_c0_g1	1	0	1	0	0
TRINITY_DN194172_c0_g1	1	0	1	0	0
TRINITY_DN194176_c0_g1	1	0	1	0	0
TRINITY_DN194188_c0_g1	1	0	1	0	0
TRINITY_DN194196_c0_g1	1	0	1	0	0
TRINITY_DN19420_c0_g1	1	0	1	0	0
TRINITY_DN194204_c0_g1	1	0	1	0	0
TRINITY_DN194205_c0_g1	1	0	1	0	0
TRINITY_DN194211_c0_g1	1	0	1	0	0
TRINITY_DN194219_c0_g1	1	0	1	0	0
TRINITY_DN194221_c0_g1	1	0	1	0	0
TRINITY_DN194224_c1_g1	1	0	1	0	0
TRINITY_DN194224_c2_g1	1	0	1	0	0
TRINITY_DN194233_c0_g1	1	0	1	0	0
TRINITY_DN19424_c0_g1	1	0	1	0	0
TRINITY_DN194240_c0_g1	1	0	1	0	0
TRINITY_DN194241_c0_g1	1	0	1	0	0
TRINITY_DN194247_c0_g1	1	0	1	0	0
TRINITY_DN194249_c0_g1	1	0	1	0	0
TRINITY_DN194255_c10_g2	1	0	1	0	0
TRINITY_DN194255_c10_g3	1	0	1	0	0
TRINITY_DN194255_c10_g4	1	0	1	0	0
TRINITY_DN194255_c10_g5	1	0	1	0	0
TRINITY_DN194255_c10_g6	1	0	1	0	0
TRINITY_DN194255_c10_g7	1	0	1	0	0
TRINITY_DN194255_c10_g8	1	0	1	0	0
TRINITY_DN194255_c8_g1	1	0	1	0	0
TRINITY_DN194255_c9_g1	1	0	1	0	0
TRINITY_DN194255_c9_g2	1	0	1	0	0
TRINITY_DN194257_c0_g1	1	0	1	0	0
TRINITY_DN194260_c0_g1	1	0	1	0	0
TRINITY_DN194264_c0_g1	1	0	1	0	0
TRINITY_DN194264_c1_g2	1	0	1	0	0
TRINITY_DN194267_c0_g1	1	0	1	0	0
TRINITY_DN194269_c0_g1	1	0	1	0	0
TRINITY_DN194269_c0_g2	1	0	1	0	0
TRINITY_DN194279_c1_g1	1	0	1	0	0
TRINITY_DN194279_c1_g2	1	0	1	0	0
TRINITY_DN194279_c5_g1	1	0	1	0	0
TRINITY_DN194281_c0_g2	1	0	1	0	0
TRINITY_DN194284_c0_g1	1	0	1	0	0
TRINITY_DN194289_c0_g1	1	0	1	0	0
TRINITY_DN19429_c0_g2	1	0	1	0	0
TRINITY_DN194290_c0_g2	1	0	1	0	0
TRINITY_DN194290_c1_g1	1	0	1	0	0
TRINITY_DN194292_c1_g1	1	0	1	0	0
TRINITY_DN194293_c0_g1	1	0	1	0	0
TRINITY_DN194302_c0_g1	1	0	1	0	0
TRINITY_DN194303_c0_g1	1	0	1	0	0
TRINITY_DN194312_c0_g1	1	0	1	0	0
TRINITY_DN194330_c0_g1	1	0	1	0	0
TRINITY_DN194335_c2_g1	1	0	1	0	0
TRINITY_DN194345_c1_g1	1	0	1	0	0
TRINITY_DN194353_c1_g1	1	0	1	0	0
TRINITY_DN194357_c0_g1	1	0	1	0	0
TRINITY_DN194357_c0_g2	1	0	1	0	0
TRINITY_DN194359_c0_g1	1	0	1	0	0
TRINITY_DN194362_c1_g1	1	0	1	0	0
TRINITY_DN194367_c0_g3	1	0	1	0	0
TRINITY_DN194370_c0_g1	1	0	1	0	0
TRINITY_DN194376_c1_g1	1	0	1	0	0
TRINITY_DN19438_c0_g1	1	0	1	0	0
TRINITY_DN194382_c0_g1	1	0	1	0	0
TRINITY_DN194392_c0_g1	1	0	1	0	0
TRINITY_DN194403_c0_g1	1	0	1	0	0
TRINITY_DN194404_c1_g1	1	0	1	0	0
TRINITY_DN194405_c0_g1	1	0	1	0	0
TRINITY_DN19441_c0_g1	1	0	1	0	0
TRINITY_DN194410_c0_g1	1	0	1	0	0
TRINITY_DN194411_c0_g1	1	0	1	0	0
TRINITY_DN194411_c1_g1	1	0	1	0	0
TRINITY_DN194412_c0_g1	1	0	1	0	0
TRINITY_DN194422_c0_g1	1	0	1	0	0
TRINITY_DN194429_c0_g1	1	0	1	0	0
TRINITY_DN194430_c0_g1	1	0	1	0	0
TRINITY_DN194431_c0_g1	1	0	1	0	0
TRINITY_DN194434_c0_g1	1	0	1	0	0
TRINITY_DN194438_c0_g1	1	0	1	0	0
TRINITY_DN19444_c0_g1	1	0	1	0	0
TRINITY_DN194445_c1_g1	1	0	1	0	0
TRINITY_DN194449_c0_g1	1	0	1	0	0
TRINITY_DN194450_c0_g2	1	0	1	0	0
TRINITY_DN194453_c0_g1	1	0	1	0	0
TRINITY_DN194455_c0_g1	1	0	1	0	0
TRINITY_DN194458_c0_g1	1	0	1	0	0
TRINITY_DN194461_c0_g1	1	0	1	0	0
TRINITY_DN194464_c1_g1	1	0	1	0	0
TRINITY_DN194482_c0_g1	1	0	1	0	0
TRINITY_DN194483_c0_g1	1	0	1	0	0
TRINITY_DN194493_c0_g1	1	0	1	0	0
TRINITY_DN194496_c0_g1	1	0	1	0	0
TRINITY_DN194499_c0_g1	1	0	1	0	0
TRINITY_DN194499_c1_g1	1	0	1	0	0
TRINITY_DN194499_c1_g3	1	0	1	0	0
TRINITY_DN19450_c0_g1	1	0	1	0	0
TRINITY_DN194502_c0_g1	1	0	1	0	0
TRINITY_DN194503_c0_g1	1	0	1	0	0
TRINITY_DN194510_c0_g1	1	0	1	0	0
TRINITY_DN194512_c1_g1	1	0	1	0	0
TRINITY_DN194519_c0_g1	1	0	1	0	0
TRINITY_DN19452_c0_g1	1	0	1	0	0
TRINITY_DN194520_c0_g1	1	0	1	0	0
TRINITY_DN194524_c2_g1	1	0	1	0	0
TRINITY_DN194527_c0_g1	1	0	1	0	0
TRINITY_DN194528_c0_g1	1	0	1	0	0
TRINITY_DN194529_c0_g1	1	0	1	0	0
TRINITY_DN194531_c0_g1	1	0	1	0	0
TRINITY_DN194537_c1_g1	1	0	1	0	0
TRINITY_DN194538_c0_g1	1	0	1	0	0
TRINITY_DN194539_c0_g1	1	0	1	0	0
TRINITY_DN194541_c0_g1	1	0	1	0	0
TRINITY_DN194543_c1_g1	1	0	1	0	0
TRINITY_DN194544_c0_g1	1	0	1	0	0
TRINITY_DN194552_c0_g1	1	0	1	0	0
TRINITY_DN194553_c0_g1	1	0	1	0	0
TRINITY_DN194556_c0_g1	1	0	1	0	0
TRINITY_DN19456_c0_g2	1	0	1	0	0
TRINITY_DN194560_c0_g1	1	0	1	0	0
TRINITY_DN194563_c0_g1	1	0	1	0	0
TRINITY_DN194564_c0_g2	1	0	1	0	0
TRINITY_DN194567_c0_g1	1	0	1	0	0
TRINITY_DN194569_c0_g1	1	0	1	0	0
TRINITY_DN194570_c0_g2	1	0	1	0	0
TRINITY_DN194571_c0_g1	1	0	1	0	0
TRINITY_DN194581_c0_g1	1	0	1	0	0
TRINITY_DN19459_c0_g1	1	0	1	0	0
TRINITY_DN194601_c0_g1	1	0	1	0	0
TRINITY_DN194601_c0_g2	1	0	1	0	0
TRINITY_DN194603_c0_g1	1	0	1	0	0
TRINITY_DN194605_c0_g1	1	0	1	0	0
TRINITY_DN194606_c0_g1	1	0	1	0	0
TRINITY_DN194609_c0_g1	1	0	1	0	0
TRINITY_DN194609_c1_g1	1	0	1	0	0
TRINITY_DN194623_c0_g1	1	0	1	0	0
TRINITY_DN194624_c0_g1	1	0	1	0	0
TRINITY_DN194631_c0_g1	1	0	1	0	0
TRINITY_DN194632_c0_g1	1	0	1	0	0
TRINITY_DN194646_c0_g1	1	0	1	0	0
TRINITY_DN194664_c0_g1	1	0	1	0	0
TRINITY_DN194665_c0_g1	1	0	1	0	0
TRINITY_DN194666_c0_g1	1	0	1	0	0
TRINITY_DN194681_c0_g1	1	0	1	0	0
TRINITY_DN194689_c1_g1	1	0	1	0	0
TRINITY_DN194701_c0_g1	1	0	1	0	0
TRINITY_DN194711_c0_g1	1	0	1	0	0
TRINITY_DN194713_c0_g1	1	0	1	0	0
TRINITY_DN194716_c0_g1	1	0	1	0	0
TRINITY_DN194717_c0_g1	1	0	1	0	0
TRINITY_DN194719_c0_g1	1	0	1	0	0
TRINITY_DN194721_c0_g1	1	0	1	0	0
TRINITY_DN194722_c0_g1	1	0	1	0	0
TRINITY_DN194733_c1_g1	1	0	1	0	0
TRINITY_DN194735_c0_g1	1	0	1	0	0
TRINITY_DN194740_c0_g1	1	0	1	0	0
TRINITY_DN194741_c0_g2	1	0	1	0	0
TRINITY_DN194743_c0_g1	1	0	1	0	0
TRINITY_DN194745_c0_g1	1	0	1	0	0
TRINITY_DN194746_c0_g1	1	0	1	0	0
TRINITY_DN194747_c0_g1	1	0	1	0	0
TRINITY_DN194751_c0_g1	1	0	1	0	0
TRINITY_DN194752_c0_g1	1	0	1	0	0
TRINITY_DN194755_c0_g2	1	0	1	0	0
TRINITY_DN194755_c0_g3	1	0	1	0	0
TRINITY_DN194762_c1_g2	1	0	1	0	0
TRINITY_DN194769_c0_g1	1	0	1	0	0
TRINITY_DN194772_c0_g1	1	0	1	0	0
TRINITY_DN194777_c0_g1	1	0	1	0	0
TRINITY_DN194781_c0_g1	1	0	1	0	0
TRINITY_DN194781_c1_g1	1	0	1	0	0
TRINITY_DN194784_c0_g1	1	0	1	0	0
TRINITY_DN194787_c0_g1	1	0	1	0	0
TRINITY_DN19480_c0_g1	1	0	1	0	0
TRINITY_DN194802_c0_g1	1	0	1	0	0
TRINITY_DN194805_c0_g2	1	0	1	0	0
TRINITY_DN194807_c0_g1	1	0	1	0	0
TRINITY_DN194809_c0_g1	1	0	1	0	0
TRINITY_DN194815_c0_g1	1	0	1	0	0
TRINITY_DN194820_c1_g1	1	0	1	0	0
TRINITY_DN194835_c0_g2	1	0	1	0	0
TRINITY_DN194837_c0_g1	1	0	1	0	0
TRINITY_DN194842_c0_g1	1	0	1	0	0
TRINITY_DN194852_c1_g1	1	0	1	0	0
TRINITY_DN194857_c0_g1	1	0	1	0	0
TRINITY_DN194876_c0_g1	1	0	1	0	0
TRINITY_DN194878_c0_g2	1	0	1	0	0
TRINITY_DN194882_c0_g2	1	0	1	0	0
TRINITY_DN194885_c0_g1	1	0	1	0	0
TRINITY_DN19489_c0_g1	1	0	1	0	0
TRINITY_DN194892_c0_g1	1	0	1	0	0
TRINITY_DN194895_c0_g1	1	0	1	0	0
TRINITY_DN194896_c0_g1	1	0	1	0	0
TRINITY_DN194899_c0_g1	1	0	1	0	0
TRINITY_DN1949_c0_g1	1	0	1	0	0
TRINITY_DN194902_c0_g1	1	0	1	0	0
TRINITY_DN194906_c0_g1	1	0	1	0	0
TRINITY_DN194919_c0_g1	1	0	1	0	0
TRINITY_DN19492_c0_g1	1	0	1	0	0
TRINITY_DN194923_c0_g1	1	0	1	0	0
TRINITY_DN194930_c0_g1	1	0	1	0	0
TRINITY_DN194945_c0_g1	1	0	1	0	0
TRINITY_DN194949_c0_g1	1	0	1	0	0
TRINITY_DN194949_c0_g2	1	0	1	0	0
TRINITY_DN19495_c0_g1	1	0	1	0	0
TRINITY_DN194950_c1_g1	1	0	1	0	0
TRINITY_DN194951_c0_g1	1	0	1	0	0
TRINITY_DN194958_c0_g1	1	0	1	0	0
TRINITY_DN194960_c1_g1	1	0	1	0	0
TRINITY_DN194968_c0_g2	1	0	1	0	0
TRINITY_DN194969_c0_g3	1	0	1	0	0
TRINITY_DN194974_c0_g1	1	0	1	0	0
TRINITY_DN194982_c0_g1	1	0	1	0	0
TRINITY_DN194983_c0_g1	1	0	1	0	0
TRINITY_DN194996_c0_g1	1	0	1	0	0
TRINITY_DN194997_c1_g1	1	0	1	0	0
TRINITY_DN19500_c0_g1	1	0	1	0	0
TRINITY_DN195001_c1_g1	1	0	1	0	0
TRINITY_DN195002_c0_g1	1	0	1	0	0
TRINITY_DN195003_c0_g1	1	0	1	0	0
TRINITY_DN195005_c1_g1	1	0	1	0	0
TRINITY_DN195009_c0_g1	1	0	1	0	0
TRINITY_DN195010_c0_g1	1	0	1	0	0
TRINITY_DN195012_c0_g2	1	0	1	0	0
TRINITY_DN195026_c0_g1	1	0	1	0	0
TRINITY_DN19503_c0_g1	1	0	1	0	0
TRINITY_DN195033_c0_g2	1	0	1	0	0
