tau	PRB	PRP	PRPD
TRINITY_DN248954_c1_g1	1	1	0	0
TRINITY_DN248959_c0_g1	1	1	0	0
TRINITY_DN248963_c0_g2	1	1	0	0
TRINITY_DN248995_c0_g1	1	1	0	0
TRINITY_DN248995_c0_g2	1	1	0	0
TRINITY_DN249002_c0_g1	1	1	0	0
TRINITY_DN249059_c0_g1	1	1	0	0
TRINITY_DN249070_c0_g2	1	1	0	0
TRINITY_DN249074_c20_g3	1	1	0	0
TRINITY_DN249086_c1_g1	1	1	0	0
TRINITY_DN249114_c0_g1	1	1	0	0
TRINITY_DN249119_c0_g1	1	1	0	0
TRINITY_DN249132_c0_g1	1	1	0	0
TRINITY_DN249140_c0_g1	1	1	0	0
TRINITY_DN249150_c0_g1	1	1	0	0
TRINITY_DN249157_c0_g3	1	1	0	0
TRINITY_DN249178_c0_g1	1	1	0	0
TRINITY_DN249178_c0_g2	1	1	0	0
TRINITY_DN249182_c0_g1	1	1	0	0
TRINITY_DN249199_c0_g1	1	1	0	0
TRINITY_DN249215_c0_g1	1	1	0	0
TRINITY_DN249219_c0_g1	1	1	0	0
TRINITY_DN249221_c0_g2	1	1	0	0
TRINITY_DN249229_c1_g1	1	1	0	0
TRINITY_DN249246_c0_g1	1	1	0	0
TRINITY_DN249251_c0_g1	1	1	0	0
TRINITY_DN249254_c0_g2	1	1	0	0
TRINITY_DN249254_c0_g3	1	1	0	0
TRINITY_DN249254_c0_g4	1	1	0	0
TRINITY_DN249272_c2_g1	1	1	0	0
TRINITY_DN249278_c0_g4	1	1	0	0
TRINITY_DN249292_c1_g1	1	1	0	0
TRINITY_DN249293_c0_g1	1	1	0	0
TRINITY_DN249295_c0_g1	1	1	0	0
TRINITY_DN249299_c0_g1	1	1	0	0
TRINITY_DN249335_c0_g2	1	1	0	0
TRINITY_DN249335_c0_g3	1	1	0	0
TRINITY_DN249355_c0_g1	1	1	0	0
TRINITY_DN249370_c0_g3	1	1	0	0
TRINITY_DN249389_c0_g1	1	1	0	0
TRINITY_DN249394_c2_g1	1	1	0	0
TRINITY_DN249396_c0_g1	1	1	0	0
TRINITY_DN249397_c0_g2	1	1	0	0
TRINITY_DN249409_c0_g1	1	1	0	0
TRINITY_DN249412_c2_g10	1	1	0	0
TRINITY_DN249412_c2_g14	1	1	0	0
TRINITY_DN249412_c2_g3	1	1	0	0
TRINITY_DN249412_c2_g8	1	1	0	0
TRINITY_DN249414_c0_g1	1	1	0	0
TRINITY_DN249428_c0_g1	1	1	0	0
TRINITY_DN249440_c0_g1	1	1	0	0
TRINITY_DN249461_c1_g1	1	1	0	0
TRINITY_DN249467_c0_g1	1	1	0	0
TRINITY_DN249490_c0_g1	1	1	0	0
TRINITY_DN249490_c0_g2	1	1	0	0
TRINITY_DN249513_c0_g1	1	1	0	0
TRINITY_DN249517_c1_g1	1	1	0	0
TRINITY_DN249541_c0_g1	1	1	0	0
TRINITY_DN249553_c0_g2	1	1	0	0
TRINITY_DN249563_c0_g1	1	1	0	0
TRINITY_DN249575_c0_g1	1	1	0	0
TRINITY_DN249589_c0_g2	1	1	0	0
TRINITY_DN249593_c0_g1	1	1	0	0
TRINITY_DN249600_c1_g1	1	1	0	0
TRINITY_DN249604_c0_g1	1	1	0	0
TRINITY_DN249605_c0_g1	1	1	0	0
TRINITY_DN249609_c0_g3	1	1	0	0
TRINITY_DN249613_c0_g2	1	1	0	0
TRINITY_DN249622_c0_g1	1	1	0	0
TRINITY_DN249630_c0_g1	1	1	0	0
TRINITY_DN249630_c0_g2	1	1	0	0
TRINITY_DN249631_c0_g1	1	1	0	0
TRINITY_DN249634_c0_g1	1	1	0	0
TRINITY_DN249664_c0_g2	1	1	0	0
TRINITY_DN249665_c0_g1	1	1	0	0
TRINITY_DN249668_c0_g1	1	1	0	0
TRINITY_DN249681_c0_g2	1	1	0	0
TRINITY_DN249688_c0_g1	1	1	0	0
TRINITY_DN249691_c20_g29	1	1	0	0
TRINITY_DN249693_c0_g3	1	1	0	0
TRINITY_DN249720_c0_g1	1	1	0	0
TRINITY_DN249724_c0_g1	1	1	0	0
TRINITY_DN249753_c0_g1	1	1	0	0
TRINITY_DN249765_c0_g2	1	1	0	0
TRINITY_DN249775_c0_g1	1	1	0	0
TRINITY_DN249775_c0_g2	1	1	0	0
TRINITY_DN249785_c0_g1	1	1	0	0
TRINITY_DN249791_c0_g1	1	1	0	0
TRINITY_DN249792_c0_g1	1	1	0	0
TRINITY_DN249794_c0_g1	1	1	0	0
TRINITY_DN249816_c0_g1	1	1	0	0
TRINITY_DN249817_c0_g1	1	1	0	0
TRINITY_DN249817_c0_g2	1	1	0	0
TRINITY_DN249861_c0_g1	1	1	0	0
TRINITY_DN249865_c2_g2	1	1	0	0
TRINITY_DN249876_c0_g3	1	1	0	0
TRINITY_DN249906_c0_g1	1	1	0	0
TRINITY_DN249955_c0_g1	1	1	0	0
TRINITY_DN249957_c0_g1	1	1	0	0
TRINITY_DN249970_c0_g1	1	1	0	0
TRINITY_DN249979_c0_g1	1	1	0	0
TRINITY_DN249984_c0_g1	1	1	0	0
TRINITY_DN249988_c0_g1	1	1	0	0
TRINITY_DN249990_c0_g2	1	1	0	0
TRINITY_DN250034_c0_g1	1	1	0	0
TRINITY_DN250042_c0_g1	1	1	0	0
TRINITY_DN250044_c0_g6	1	1	0	0
TRINITY_DN250045_c75_g111	1	1	0	0
TRINITY_DN250045_c75_g12	1	1	0	0
TRINITY_DN250048_c0_g1	1	1	0	0
TRINITY_DN250048_c0_g2	1	1	0	0
TRINITY_DN250050_c0_g1	1	1	0	0
TRINITY_DN250055_c0_g1	1	1	0	0
TRINITY_DN250076_c0_g3	1	1	0	0
TRINITY_DN250079_c0_g1	1	1	0	0
TRINITY_DN250080_c0_g1	1	1	0	0
TRINITY_DN250081_c9_g13	1	1	0	0
TRINITY_DN250081_c9_g26	1	1	0	0
TRINITY_DN250082_c0_g2	1	1	0	0
TRINITY_DN250100_c0_g1	1	1	0	0
TRINITY_DN250125_c0_g3	1	1	0	0
TRINITY_DN250131_c1_g1	1	1	0	0
TRINITY_DN250135_c0_g1	1	1	0	0
TRINITY_DN250168_c0_g1	1	1	0	0
TRINITY_DN250184_c1_g3	1	1	0	0
TRINITY_DN250185_c0_g1	1	1	0	0
TRINITY_DN250192_c0_g2	1	1	0	0
TRINITY_DN250211_c0_g1	1	1	0	0
TRINITY_DN250214_c0_g1	1	1	0	0
TRINITY_DN250231_c2_g2	1	1	0	0
TRINITY_DN250247_c0_g4	1	1	0	0
TRINITY_DN250249_c0_g1	1	1	0	0
TRINITY_DN250250_c0_g1	1	1	0	0
TRINITY_DN250252_c0_g1	1	1	0	0
TRINITY_DN250273_c1_g2	1	1	0	0
TRINITY_DN250284_c0_g2	1	1	0	0
TRINITY_DN250285_c0_g1	1	1	0	0
TRINITY_DN250291_c0_g1	1	1	0	0
TRINITY_DN250309_c0_g1	1	1	0	0
TRINITY_DN250314_c0_g1	1	1	0	0
TRINITY_DN250316_c0_g1	1	1	0	0
TRINITY_DN250319_c0_g1	1	1	0	0
TRINITY_DN250333_c0_g1	1	1	0	0
TRINITY_DN250335_c2_g1	1	1	0	0
TRINITY_DN250355_c0_g1	1	1	0	0
TRINITY_DN250356_c0_g1	1	1	0	0
TRINITY_DN250373_c1_g1	1	1	0	0
TRINITY_DN250392_c0_g1	1	1	0	0
TRINITY_DN250411_c0_g1	1	1	0	0
TRINITY_DN250438_c1_g1	1	1	0	0
TRINITY_DN250468_c0_g1	1	1	0	0
TRINITY_DN250480_c0_g1	1	1	0	0
TRINITY_DN250505_c9_g7	1	1	0	0
TRINITY_DN250508_c0_g1	1	1	0	0
TRINITY_DN250512_c1_g1	1	1	0	0
TRINITY_DN250514_c0_g1	1	1	0	0
TRINITY_DN250518_c0_g1	1	1	0	0
TRINITY_DN250536_c0_g1	1	1	0	0
TRINITY_DN250541_c0_g2	1	1	0	0
TRINITY_DN250561_c0_g1	1	1	0	0
TRINITY_DN250576_c0_g1	1	1	0	0
TRINITY_DN250596_c0_g1	1	1	0	0
TRINITY_DN250612_c0_g1	1	1	0	0
TRINITY_DN250660_c1_g1	1	1	0	0
TRINITY_DN250664_c0_g1	1	1	0	0
TRINITY_DN250694_c0_g1	1	1	0	0
TRINITY_DN250694_c0_g3	1	1	0	0
TRINITY_DN250694_c0_g4	1	1	0	0
TRINITY_DN250694_c0_g6	1	1	0	0
TRINITY_DN250705_c0_g1	1	1	0	0
TRINITY_DN250710_c0_g1	1	1	0	0
TRINITY_DN250714_c0_g2	1	1	0	0
TRINITY_DN250715_c0_g1	1	1	0	0
TRINITY_DN250716_c0_g2	1	1	0	0
TRINITY_DN250720_c0_g1	1	1	0	0
TRINITY_DN250725_c0_g1	1	1	0	0
TRINITY_DN250729_c0_g2	1	1	0	0
TRINITY_DN250738_c1_g1	1	1	0	0
TRINITY_DN250739_c1_g1	1	1	0	0
TRINITY_DN250765_c0_g1	1	1	0	0
TRINITY_DN250766_c0_g1	1	1	0	0
TRINITY_DN250774_c0_g1	1	1	0	0
TRINITY_DN250775_c0_g1	1	1	0	0
TRINITY_DN250804_c0_g1	1	1	0	0
TRINITY_DN250809_c0_g1	1	1	0	0
TRINITY_DN250833_c0_g1	1	1	0	0
TRINITY_DN250845_c0_g1	1	1	0	0
TRINITY_DN250846_c0_g1	1	1	0	0
TRINITY_DN250857_c0_g1	1	1	0	0
TRINITY_DN250881_c0_g1	1	1	0	0
TRINITY_DN250891_c0_g1	1	1	0	0
TRINITY_DN250906_c0_g1	1	1	0	0
TRINITY_DN250934_c1_g2	1	1	0	0
TRINITY_DN250936_c0_g1	1	1	0	0
TRINITY_DN250941_c1_g1	1	1	0	0
TRINITY_DN250956_c0_g1	1	1	0	0
TRINITY_DN250957_c0_g1	1	1	0	0
TRINITY_DN250968_c0_g1	1	1	0	0
TRINITY_DN250970_c0_g2	1	1	0	0
TRINITY_DN250982_c0_g1	1	1	0	0
TRINITY_DN250999_c0_g1	1	1	0	0
TRINITY_DN251013_c0_g1	1	1	0	0
TRINITY_DN251013_c1_g1	1	1	0	0
TRINITY_DN251017_c0_g1	1	1	0	0
TRINITY_DN251019_c0_g1	1	1	0	0
TRINITY_DN251020_c0_g1	1	1	0	0
TRINITY_DN251025_c0_g1	1	1	0	0
TRINITY_DN251033_c0_g2	1	1	0	0
TRINITY_DN251033_c0_g3	1	1	0	0
TRINITY_DN251034_c12_g3	1	1	0	0
TRINITY_DN251035_c0_g2	1	1	0	0
TRINITY_DN251040_c0_g1	1	1	0	0
TRINITY_DN251040_c0_g2	1	1	0	0
TRINITY_DN251053_c0_g1	1	1	0	0
TRINITY_DN251059_c0_g1	1	1	0	0
TRINITY_DN251095_c0_g1	1	1	0	0
TRINITY_DN251096_c0_g3	1	1	0	0
TRINITY_DN251097_c0_g5	1	1	0	0
TRINITY_DN251103_c0_g1	1	1	0	0
TRINITY_DN251128_c0_g1	1	1	0	0
TRINITY_DN251142_c0_g1	1	1	0	0
TRINITY_DN251160_c1_g1	1	1	0	0
TRINITY_DN251163_c0_g2	1	1	0	0
TRINITY_DN251164_c0_g1	1	1	0	0
TRINITY_DN251170_c0_g1	1	1	0	0
TRINITY_DN251173_c0_g1	1	1	0	0
TRINITY_DN251175_c0_g1	1	1	0	0
TRINITY_DN251194_c1_g1	1	1	0	0
TRINITY_DN251196_c0_g2	1	1	0	0
TRINITY_DN251198_c0_g2	1	1	0	0
TRINITY_DN251213_c0_g1	1	1	0	0
TRINITY_DN251217_c1_g1	1	1	0	0
TRINITY_DN251218_c0_g1	1	1	0	0
TRINITY_DN251226_c0_g1	1	1	0	0
TRINITY_DN251239_c0_g2	1	1	0	0
TRINITY_DN251245_c0_g1	1	1	0	0
TRINITY_DN251247_c0_g1	1	1	0	0
TRINITY_DN251250_c1_g1	1	1	0	0
TRINITY_DN251279_c1_g1	1	1	0	0
TRINITY_DN251281_c0_g1	1	1	0	0
TRINITY_DN251286_c0_g1	1	1	0	0
TRINITY_DN251298_c2_g5	1	1	0	0
TRINITY_DN251330_c0_g1	1	1	0	0
TRINITY_DN251334_c0_g1	1	1	0	0
TRINITY_DN251338_c0_g1	1	1	0	0
TRINITY_DN251356_c0_g1	1	1	0	0
TRINITY_DN251356_c1_g1	1	1	0	0
TRINITY_DN251366_c0_g2	1	1	0	0
TRINITY_DN251372_c0_g1	1	1	0	0
TRINITY_DN251387_c1_g1	1	1	0	0
TRINITY_DN251387_c2_g1	1	1	0	0
TRINITY_DN251407_c0_g1	1	1	0	0
TRINITY_DN251408_c0_g2	1	1	0	0
TRINITY_DN251410_c0_g2	1	1	0	0
TRINITY_DN251411_c0_g1	1	1	0	0
TRINITY_DN251418_c0_g1	1	1	0	0
TRINITY_DN251423_c0_g3	1	1	0	0
TRINITY_DN251427_c0_g2	1	1	0	0
TRINITY_DN251430_c0_g1	1	1	0	0
TRINITY_DN251459_c0_g1	1	1	0	0
TRINITY_DN251464_c0_g1	1	1	0	0
TRINITY_DN251464_c0_g2	1	1	0	0
TRINITY_DN251466_c0_g1	1	1	0	0
TRINITY_DN251467_c0_g1	1	1	0	0
TRINITY_DN251476_c1_g2	1	1	0	0
TRINITY_DN251485_c0_g1	1	1	0	0
TRINITY_DN251492_c0_g1	1	1	0	0
TRINITY_DN251492_c0_g2	1	1	0	0
TRINITY_DN251508_c0_g1	1	1	0	0
TRINITY_DN251520_c0_g3	1	1	0	0
TRINITY_DN251526_c0_g2	1	1	0	0
TRINITY_DN251527_c0_g2	1	1	0	0
TRINITY_DN251530_c0_g1	1	1	0	0
TRINITY_DN251532_c0_g1	1	1	0	0
TRINITY_DN251553_c0_g1	1	1	0	0
TRINITY_DN251562_c1_g2	1	1	0	0
TRINITY_DN251563_c1_g1	1	1	0	0
TRINITY_DN251564_c0_g1	1	1	0	0
TRINITY_DN251566_c0_g2	1	1	0	0
TRINITY_DN251584_c0_g1	1	1	0	0
TRINITY_DN251593_c0_g1	1	1	0	0
TRINITY_DN251617_c0_g2	1	1	0	0
TRINITY_DN251633_c0_g1	1	1	0	0
TRINITY_DN251637_c0_g1	1	1	0	0
TRINITY_DN251644_c0_g2	1	1	0	0
TRINITY_DN251648_c0_g1	1	1	0	0
TRINITY_DN251658_c0_g1	1	1	0	0
TRINITY_DN251667_c0_g1	1	1	0	0
TRINITY_DN251681_c0_g1	1	1	0	0
TRINITY_DN251681_c0_g2	1	1	0	0
TRINITY_DN251689_c1_g1	1	1	0	0
TRINITY_DN251696_c0_g1	1	1	0	0
TRINITY_DN251703_c20_g32	1	1	0	0
TRINITY_DN251703_c20_g36	1	1	0	0
TRINITY_DN251712_c0_g1	1	1	0	0
TRINITY_DN251721_c0_g1	1	1	0	0
TRINITY_DN251725_c0_g1	1	1	0	0
TRINITY_DN251726_c0_g1	1	1	0	0
TRINITY_DN251727_c0_g1	1	1	0	0
TRINITY_DN251754_c0_g1	1	1	0	0
TRINITY_DN251757_c1_g2	1	1	0	0
TRINITY_DN251795_c0_g1	1	1	0	0
TRINITY_DN251796_c0_g1	1	1	0	0
TRINITY_DN251798_c0_g1	1	1	0	0
TRINITY_DN251813_c0_g1	1	1	0	0
TRINITY_DN251815_c0_g2	1	1	0	0
TRINITY_DN251823_c0_g2	1	1	0	0
TRINITY_DN251826_c11_g24	1	1	0	0
TRINITY_DN251830_c0_g1	1	1	0	0
TRINITY_DN251831_c0_g1	1	1	0	0
TRINITY_DN251836_c0_g1	1	1	0	0
TRINITY_DN251843_c2_g3	1	1	0	0
TRINITY_DN251850_c0_g3	1	1	0	0
TRINITY_DN251860_c0_g1	1	1	0	0
TRINITY_DN251862_c0_g1	1	1	0	0
TRINITY_DN251863_c2_g4	1	1	0	0
TRINITY_DN251886_c0_g1	1	1	0	0
TRINITY_DN251910_c0_g2	1	1	0	0
TRINITY_DN251914_c0_g1	1	1	0	0
TRINITY_DN251927_c0_g3	1	1	0	0
TRINITY_DN251927_c0_g4	1	1	0	0
TRINITY_DN251931_c0_g1	1	1	0	0
TRINITY_DN251939_c0_g1	1	1	0	0
TRINITY_DN251940_c0_g1	1	1	0	0
TRINITY_DN251941_c0_g1	1	1	0	0
TRINITY_DN251963_c0_g1	1	1	0	0
TRINITY_DN251980_c0_g2	1	1	0	0
TRINITY_DN251988_c0_g3	1	1	0	0
TRINITY_DN251990_c2_g1	1	1	0	0
TRINITY_DN251990_c3_g1	1	1	0	0
TRINITY_DN252004_c1_g1	1	1	0	0
TRINITY_DN252008_c0_g1	1	1	0	0
TRINITY_DN252013_c1_g1	1	1	0	0
TRINITY_DN252015_c1_g1	1	1	0	0
TRINITY_DN252016_c0_g1	1	1	0	0
TRINITY_DN252017_c0_g1	1	1	0	0
TRINITY_DN252020_c0_g1	1	1	0	0
TRINITY_DN252025_c1_g1	1	1	0	0
TRINITY_DN252045_c0_g1	1	1	0	0
TRINITY_DN252054_c0_g1	1	1	0	0
TRINITY_DN252062_c1_g2	1	1	0	0
TRINITY_DN252068_c0_g1	1	1	0	0
TRINITY_DN252068_c1_g3	1	1	0	0
TRINITY_DN252070_c1_g1	1	1	0	0
TRINITY_DN252077_c0_g2	1	1	0	0
TRINITY_DN252079_c1_g1	1	1	0	0
TRINITY_DN252084_c0_g2	1	1	0	0
TRINITY_DN252090_c0_g1	1	1	0	0
TRINITY_DN252090_c1_g3	1	1	0	0
TRINITY_DN252094_c1_g1	1	1	0	0
TRINITY_DN252095_c3_g1	1	1	0	0
TRINITY_DN252104_c2_g3	1	1	0	0
TRINITY_DN252104_c3_g5	1	1	0	0
TRINITY_DN252110_c1_g1	1	1	0	0
TRINITY_DN252111_c0_g2	1	1	0	0
TRINITY_DN252114_c1_g1	1	1	0	0
TRINITY_DN252116_c0_g1	1	1	0	0
TRINITY_DN252118_c0_g1	1	1	0	0
TRINITY_DN252137_c0_g1	1	1	0	0
TRINITY_DN252139_c0_g1	1	1	0	0
TRINITY_DN252147_c0_g1	1	1	0	0
TRINITY_DN252149_c0_g1	1	1	0	0
TRINITY_DN252172_c0_g1	1	1	0	0
TRINITY_DN252191_c1_g1	1	1	0	0
TRINITY_DN252202_c0_g1	1	1	0	0
TRINITY_DN252203_c0_g1	1	1	0	0
TRINITY_DN252208_c1_g1	1	1	0	0
TRINITY_DN252216_c0_g3	1	1	0	0
TRINITY_DN252219_c3_g3	1	1	0	0
TRINITY_DN252219_c3_g4	1	1	0	0
TRINITY_DN252227_c0_g12	1	1	0	0
TRINITY_DN252231_c0_g2	1	1	0	0
TRINITY_DN252240_c1_g2	1	1	0	0
TRINITY_DN252249_c0_g1	1	1	0	0
TRINITY_DN252252_c0_g1	1	1	0	0
TRINITY_DN252268_c0_g1	1	1	0	0
TRINITY_DN252272_c1_g1	1	1	0	0
TRINITY_DN252274_c0_g1	1	1	0	0
TRINITY_DN252275_c0_g3	1	1	0	0
TRINITY_DN252278_c0_g2	1	1	0	0
TRINITY_DN252278_c1_g1	1	1	0	0
TRINITY_DN252283_c0_g1	1	1	0	0
TRINITY_DN252284_c0_g1	1	1	0	0
TRINITY_DN252288_c0_g2	1	1	0	0
TRINITY_DN252295_c0_g1	1	1	0	0
TRINITY_DN252296_c0_g1	1	1	0	0
TRINITY_DN252299_c0_g1	1	1	0	0
TRINITY_DN252302_c2_g1	1	1	0	0
TRINITY_DN252306_c0_g1	1	1	0	0
TRINITY_DN252317_c0_g1	1	1	0	0
TRINITY_DN252328_c0_g5	1	1	0	0
TRINITY_DN252330_c1_g1	1	1	0	0
TRINITY_DN252336_c0_g1	1	1	0	0
TRINITY_DN252343_c1_g1	1	1	0	0
TRINITY_DN252348_c0_g1	1	1	0	0
TRINITY_DN252356_c2_g1	1	1	0	0
TRINITY_DN252367_c0_g1	1	1	0	0
TRINITY_DN252367_c0_g2	1	1	0	0
TRINITY_DN252378_c1_g1	1	1	0	0
TRINITY_DN252379_c1_g1	1	1	0	0
TRINITY_DN252380_c1_g1	1	1	0	0
TRINITY_DN252380_c1_g2	1	1	0	0
TRINITY_DN252382_c0_g1	1	1	0	0
TRINITY_DN252414_c1_g2	1	1	0	0
TRINITY_DN252418_c0_g1	1	1	0	0
TRINITY_DN252419_c1_g2	1	1	0	0
TRINITY_DN252422_c0_g1	1	1	0	0
TRINITY_DN252428_c5_g5	1	1	0	0
TRINITY_DN252443_c0_g1	1	1	0	0
TRINITY_DN252470_c11_g3	1	1	0	0
TRINITY_DN252471_c0_g1	1	1	0	0
TRINITY_DN252483_c0_g1	1	1	0	0
TRINITY_DN252487_c0_g1	1	1	0	0
TRINITY_DN252499_c0_g2	1	1	0	0
TRINITY_DN252502_c0_g1	1	1	0	0
TRINITY_DN252504_c0_g1	1	1	0	0
TRINITY_DN252507_c0_g1	1	1	0	0
TRINITY_DN252516_c0_g1	1	1	0	0
TRINITY_DN252516_c0_g5	1	1	0	0
TRINITY_DN252518_c0_g1	1	1	0	0
TRINITY_DN252519_c0_g1	1	1	0	0
TRINITY_DN252525_c1_g4	1	1	0	0
TRINITY_DN252526_c0_g1	1	1	0	0
TRINITY_DN252528_c1_g1	1	1	0	0
TRINITY_DN252540_c0_g1	1	1	0	0
TRINITY_DN252543_c1_g1	1	1	0	0
TRINITY_DN252561_c1_g2	1	1	0	0
TRINITY_DN252564_c0_g1	1	1	0	0
TRINITY_DN252579_c0_g1	1	1	0	0
TRINITY_DN252582_c0_g1	1	1	0	0
TRINITY_DN252589_c0_g1	1	1	0	0
TRINITY_DN252598_c0_g1	1	1	0	0
TRINITY_DN252598_c0_g2	1	1	0	0
TRINITY_DN252615_c0_g3	1	1	0	0
TRINITY_DN252617_c0_g1	1	1	0	0
TRINITY_DN252629_c0_g1	1	1	0	0
TRINITY_DN252636_c0_g2	1	1	0	0
TRINITY_DN252647_c0_g1	1	1	0	0
TRINITY_DN252656_c1_g1	1	1	0	0
TRINITY_DN252656_c2_g3	1	1	0	0
TRINITY_DN252664_c0_g1	1	1	0	0
TRINITY_DN252664_c0_g2	1	1	0	0
TRINITY_DN252664_c0_g3	1	1	0	0
TRINITY_DN252668_c0_g1	1	1	0	0
TRINITY_DN252677_c1_g1	1	1	0	0
TRINITY_DN252677_c1_g5	1	1	0	0
TRINITY_DN252679_c1_g2	1	1	0	0
TRINITY_DN252697_c2_g1	1	1	0	0
TRINITY_DN252713_c0_g1	1	1	0	0
TRINITY_DN252718_c0_g3	1	1	0	0
TRINITY_DN252722_c0_g2	1	1	0	0
TRINITY_DN252723_c0_g1	1	1	0	0
TRINITY_DN252738_c0_g1	1	1	0	0
TRINITY_DN252741_c0_g1	1	1	0	0
TRINITY_DN252747_c1_g1	1	1	0	0
TRINITY_DN252750_c0_g3	1	1	0	0
TRINITY_DN252763_c0_g1	1	1	0	0
TRINITY_DN252773_c0_g1	1	1	0	0
TRINITY_DN252779_c0_g2	1	1	0	0
TRINITY_DN252783_c0_g1	1	1	0	0
TRINITY_DN252792_c0_g1	1	1	0	0
TRINITY_DN252798_c45_g1	1	1	0	0
TRINITY_DN252798_c45_g2	1	1	0	0
TRINITY_DN252808_c0_g1	1	1	0	0
TRINITY_DN252813_c0_g2	1	1	0	0
TRINITY_DN252814_c0_g1	1	1	0	0
TRINITY_DN252820_c7_g1	1	1	0	0
TRINITY_DN252823_c0_g3	1	1	0	0
TRINITY_DN252836_c0_g2	1	1	0	0
TRINITY_DN252839_c0_g1	1	1	0	0
TRINITY_DN252839_c0_g2	1	1	0	0
TRINITY_DN252842_c0_g1	1	1	0	0
TRINITY_DN252846_c0_g1	1	1	0	0
TRINITY_DN252847_c0_g1	1	1	0	0
TRINITY_DN252861_c0_g3	1	1	0	0
TRINITY_DN252864_c0_g3	1	1	0	0
TRINITY_DN252865_c0_g1	1	1	0	0
TRINITY_DN252867_c0_g1	1	1	0	0
TRINITY_DN252876_c1_g1	1	1	0	0
TRINITY_DN252877_c0_g1	1	1	0	0
TRINITY_DN252883_c0_g1	1	1	0	0
TRINITY_DN252886_c0_g1	1	1	0	0
TRINITY_DN252893_c1_g1	1	1	0	0
TRINITY_DN252897_c0_g1	1	1	0	0
TRINITY_DN252907_c100_g17	1	1	0	0
TRINITY_DN252913_c0_g1	1	1	0	0
TRINITY_DN252925_c0_g1	1	1	0	0
TRINITY_DN252935_c0_g1	1	1	0	0
TRINITY_DN252944_c0_g1	1	1	0	0
TRINITY_DN252947_c0_g2	1	1	0	0
TRINITY_DN252948_c0_g3	1	1	0	0
TRINITY_DN252966_c0_g1	1	1	0	0
TRINITY_DN252971_c0_g1	1	1	0	0
TRINITY_DN252974_c0_g1	1	1	0	0
TRINITY_DN252975_c1_g2	1	1	0	0
TRINITY_DN252978_c0_g1	1	1	0	0
TRINITY_DN252983_c0_g1	1	1	0	0
TRINITY_DN252988_c0_g1	1	1	0	0
TRINITY_DN252992_c3_g1	1	1	0	0
TRINITY_DN253001_c0_g2	1	1	0	0
TRINITY_DN253003_c0_g1	1	1	0	0
TRINITY_DN253009_c0_g1	1	1	0	0
TRINITY_DN253010_c0_g1	1	1	0	0
TRINITY_DN253013_c0_g1	1	1	0	0
TRINITY_DN253014_c0_g1	1	1	0	0
TRINITY_DN253020_c0_g1	1	1	0	0
TRINITY_DN253038_c3_g4	1	1	0	0
TRINITY_DN253042_c0_g1	1	1	0	0
TRINITY_DN253042_c1_g1	1	1	0	0
TRINITY_DN253046_c17_g1	1	1	0	0
TRINITY_DN253046_c17_g2	1	1	0	0
TRINITY_DN253054_c0_g1	1	1	0	0
TRINITY_DN253066_c0_g1	1	1	0	0
TRINITY_DN253068_c0_g1	1	1	0	0
TRINITY_DN253068_c0_g3	1	1	0	0
TRINITY_DN253076_c0_g1	1	1	0	0
TRINITY_DN253081_c1_g1	1	1	0	0
TRINITY_DN253083_c0_g1	1	1	0	0
TRINITY_DN253088_c0_g3	1	1	0	0
TRINITY_DN253093_c0_g1	1	1	0	0
TRINITY_DN253116_c0_g1	1	1	0	0
TRINITY_DN253119_c0_g2	1	1	0	0
TRINITY_DN253121_c0_g1	1	1	0	0
TRINITY_DN253130_c0_g3	1	1	0	0
TRINITY_DN253130_c0_g4	1	1	0	0
TRINITY_DN253135_c0_g1	1	1	0	0
TRINITY_DN253138_c0_g1	1	1	0	0
TRINITY_DN253141_c0_g1	1	1	0	0
TRINITY_DN253156_c0_g1	1	1	0	0
TRINITY_DN253157_c1_g1	1	1	0	0
TRINITY_DN253169_c0_g1	1	1	0	0
TRINITY_DN253174_c0_g3	1	1	0	0
TRINITY_DN253178_c0_g1	1	1	0	0
TRINITY_DN253182_c0_g1	1	1	0	0
TRINITY_DN253194_c0_g1	1	1	0	0
TRINITY_DN253195_c0_g1	1	1	0	0
TRINITY_DN253198_c0_g1	1	1	0	0
TRINITY_DN253199_c0_g1	1	1	0	0
TRINITY_DN253200_c0_g1	1	1	0	0
TRINITY_DN253208_c1_g1	1	1	0	0
TRINITY_DN253208_c1_g2	1	1	0	0
TRINITY_DN253210_c0_g1	1	1	0	0
TRINITY_DN253212_c1_g1	1	1	0	0
TRINITY_DN253214_c0_g1	1	1	0	0
TRINITY_DN253220_c1_g1	1	1	0	0
TRINITY_DN253224_c0_g1	1	1	0	0
TRINITY_DN253225_c0_g1	1	1	0	0
TRINITY_DN253240_c0_g2	1	1	0	0
TRINITY_DN253249_c0_g4	1	1	0	0
TRINITY_DN253253_c0_g1	1	1	0	0
TRINITY_DN253257_c0_g2	1	1	0	0
TRINITY_DN253258_c0_g1	1	1	0	0
TRINITY_DN253263_c0_g1	1	1	0	0
TRINITY_DN253287_c0_g1	1	1	0	0
TRINITY_DN253287_c0_g3	1	1	0	0
TRINITY_DN253290_c0_g3	1	1	0	0
TRINITY_DN253290_c0_g6	1	1	0	0
TRINITY_DN253294_c1_g2	1	1	0	0
TRINITY_DN253295_c0_g1	1	1	0	0
